state,district,office_type,Past Elections,Voting Regulations,Polls,Demographics,Campaign Finance,Consumer Confidence Index,Gas Prices,Unemployment & Inflation,Expert Ratings,Composition of Congress/Presidency,Other,median_margin,campaign,use_campaign,std,rep_name,dem_name,weird,bin_bounds,num_bins,bins,bin_edges,democrat_winning_num,republican_winning_num,tie_num,called,dem_winning_pct_eday,rep_winning_pct_eday,tie_pct_eday
OR,4,House,3.2802758917384036,-0.2491528307797235,0.6483664482761808,-0.8982569665197717,5.568616839684347,0.7411388243764376,-0.3406520766644262,0.3718713724348201,2.990653220126328,0.0611931035156502,1.3768198141174754,13.576254404244676,"[-7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -7.6, -6.93, -6.93, -6.93, -6.74, -6.74, -6.74, -6.74, -6.74, -6.74, -6.74, -6.74, -5.52, -4.36, -4.01, -3.08, -1.75, -1.53, -1.53, 0.0, 0.35, 0.35, 0.35, 0.35, 0.35, 1.24, 2.3, 2.3, 2.41, 2.41, 2.41, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 2.83, 2.83, 2.83, 2.83, 2.83, 2.83, 2.83, 2.83, 2.83, 2.83, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88, 2.88]",True,7.767131775901583,Unknown,Val Hoyle,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52, 228, 889, 2906, 6710, 12886, 18394, 20291, 17184, 11462, 5821, 2287, 689, 172, 21, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",95919,4081,0,NC,95919,4081,0
OR,5,House,-3.23125843916927,-0.171134264983073,0.7826151802411977,-0.1764264064283713,-0.9004648815353881,0.3245737998544339,-0.3079199180311365,0.3116393467258344,3.1347717062004543,0.0615306298510802,1.376410754900863,1.2108561289740558,"[-3.13, -3.13, -3.13, -3.13, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.65, -2.59, -2.55, -2.08, -2.08, -2.08, -2.08, -1.44, -1.05, -0.12, -0.12, 0.0, 0.44, 0.51, 1.26, 1.26, 1.26, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.42, 1.63, 1.63, 1.66, 2.05, 2.05, 2.05, 2.05, 2.05, 2.05, 2.05, 2.05, 2.82, 2.82, 2.82, 2.82, 2.82, 2.82, 2.82, 2.82, 3.16, 3.16, 3.16, 3.16, 3.16, 3.16, 3.16, 3.16, 3.16, 3.25, 3.25, 3.25, 3.25]",True,6.048655514707002,Lori Chavez-DeRemer,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 217, 1195, 4948, 13068, 22711, 25595, 19149, 9341, 2991, 666, 91, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",57844,42156,0,NC,58134,41866,0
OR,6,House,-0.5484289669262639,-0.4667359647232096,0.8065308858069801,-0.4966564220661734,12.26031212164379,1.1721904228618372,-0.4027173795538296,0.4589545206208178,3.701759303031126,0.0941170798520415,1.3805271647953063,17.991641021902375,"[-11.77, -11.77, -11.77, -11.77, -11.77, -11.77, -11.77, -11.1, -11.1, -11.1, -11.1, -10.99, -10.99, -10.93, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.33, -10.21, -10.13, -10.05, -10.05, -10.05, -10.05, -9.27, -8.98, -7.94, -7.94, -7.91, -7.13, -6.57, -5.26, -5.24, -4.46, -4.24, -2.68, -2.26, -1.53, 0.0, 0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24]",True,7.956742396014291,Unknown,Andrea Salinas,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 57, 229, 913, 2713, 6535, 12175, 17549, 19745, 17644, 11998, 6486, 2776, 895, 221, 49, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",98793,1207,0,NC,98852,1148,0
PA,1,House,-8.203243672908801,0.1705415224976736,-0.2097422494392673,-0.0184708247839943,-2.1497914672093317,0.1116782406466153,-0.2632058813101997,0.4507513943822309,-1.0079541395240592,0.0608866921190409,1.378003518486246,-9.6990442808295,"[-1.58, -1.58, -1.58, -1.58, -1.33, -1.33, -1.33, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -1.19, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15, -0.13, -0.13, -0.13, -0.13, -0.13, -0.13, -0.13, -0.13, 0.0, 0.03, 0.55, 0.55, 0.84, 0.88, 1.87, 2.75, 3.2, 3.2, 3.81, 3.81, 4.04, 4.04, 4.25, 4.25, 4.25, 4.25, 4.25, 4.25, 4.27, 4.27, 4.27, 4.52, 4.52, 4.52, 4.52, 4.62, 4.62, 4.76, 4.76, 4.85, 4.85, 4.85, 4.86, 4.86, 4.86, 4.86, 4.86, 4.96, 5.23, 5.23, 5.23, 5.26, 5.26, 5.26, 5.55, 5.55, 5.55, 5.55, 5.55]",True,6.449289956574606,Unknown,Ashley Ehasz,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 201, 1095, 4207, 10822, 19786, 24140, 20840, 12235, 4983, 1362, 272, 29, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",6652,93348,0,NC,6720,93280,0
PA,2,House,39.352511376683495,0.3285787192075262,0.2989059289563833,1.0702417770431023,10.558926004862975,0.8242591997380502,-0.0232761140949167,0.2203675262735825,-0.0579457859946033,0.0161834917872473,1.4023059943350542,53.97956788810292,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,7.570170484604567,Aaron Bashir,Brendan Boyle,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29, 149, 664, 2383, 6031, 12204, 18249, 20645, 18146, 12083, 6126, 2421, 697, 144, 24, 2, 0, 1, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",100000,0,0,NC,100000,0,0
PA,4,House,16.07860069712014,0.3498190907331071,0.9205854006857572,-1.440595209148544,9.951209070138791,0.7376990392918628,-0.2367259282770379,0.4019053723004594,0.633745118835492,0.0601746289636638,1.3883591780999347,28.84600543575711,"[-8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -8.55, -7.99, -7.97, -7.97, -6.93, -6.93, -6.34, -5.75, -5.75, -4.91, -4.22, -3.78, 0.0, 0.0, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03]",True,7.570683289409665,David Winkler,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 36, 226, 1009, 3172, 7661, 13936, 19454, 20426, 16716, 10251, 4831, 1726, 425, 109, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99996,4,0,NC,99991,9,0
PA,5,House,23.83630913861549,0.4032861606291017,0.9334258615708168,-0.3949841450110226,9.869828117318963,0.9421508063026932,-0.215003857011684,0.2836269039952288,0.0746112243538459,0.0541900334161232,1.3907857476559118,37.16958019961669,"[-6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -6.25, -5.91, -5.91, -5.91, -5.2, -5.2, -5.2, -3.94, -2.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,7.605142694071092,Dasha Pruett,Mary Gay Scanlon,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 42, 215, 894, 3001, 7098, 13515, 19112, 20626, 16872, 10801, 5194, 1965, 536, 108, 16, 2, 1, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",100000,0,0,NC,100000,0,0
PA,6,House,15.085891658158966,0.4152426415132478,0.9015484270712256,-0.2102046038702613,10.94390245554541,0.9095252914987916,-0.2772012397137683,0.4591165158502529,0.5954713794830709,0.0626490334490155,1.3885727678582944,30.29463578931903,"[-9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -9.23, -8.78, -8.69, -7.86, -6.75, -6.75, -6.63, -5.44, -5.33, -4.61, -3.93, -2.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,7.574622177703951,Neil Young,Chrissy Houlahan,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 17, 139, 579, 2227, 5694, 11571, 17916, 20818, 18402, 12503, 6587, 2566, 754, 185, 33, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99997,3,0,NC,99997,3,0
PA,7,House,-1.436556105476247,0.1351198105431976,0.113250649008854,-0.2831828030725978,7.421913929184631,0.7096149417581687,-0.2622142093791649,0.3273780390798775,1.5947227846518557,0.0894886302611179,1.3803707541824086,9.797677882730364,"[-8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.37, -8.26, -8.17, -8.17, -8.09, -8.09, -8.09, -8.09, -8.09, -8.09, -7.32, -7.32, -7.32, -6.71, -6.71, -6.71, -6.71, -6.71, -6.08, -5.72, -5.72, -4.55, -4.54, -4.31, -3.64, -3.08, -2.62, -2.54, -1.0, -0.15, 0.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.76, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04]",True,6.321650953281776,Unknown,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 221, 1230, 4527, 11907, 20870, 24802, 20084, 10966, 4123, 1031, 186, 26, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",93997,6003,0,NC,94144,5856,0
PA,8,House,-1.6894401673631203,0.1256193779705091,0.5284367940630369,-0.6538813414822469,6.461764384829752,0.6079112249640561,-0.3094209137209651,0.3715866785085681,2.1550431781230888,0.0703043214332861,1.375735280476505,9.061456344316134,"[-3.52, -3.52, -3.45, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.85, -2.74, -2.66, -2.66, -2.58, -2.58, -2.58, -2.58, -2.58, -2.58, -1.8, -1.8, -1.8, -1.8, -1.33, -0.69, -0.33, -0.33, -0.33, 0.0, 0.0, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 1.38, 1.38, 1.38, 1.4, 1.4, 1.52, 1.55, 1.74, 1.74, 1.74, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 2.66, 2.66, 2.82, 2.82, 2.82, 2.82, 2.82, 2.91, 3.01, 3.01, 3.01]",True,7.494597688355832,Rob Bresnahan,Matt Cartwright,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 32, 199, 899, 2872, 7221, 13718, 19412, 20845, 17058, 10625, 4820, 1703, 480, 93, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",88770,11230,0,NC,88875,11125,0
PA,9,House,-23.734330829194416,0.207667808707273,-0.978081032563814,-0.9809142767030736,-10.36357584000896,0.2488094294022352,-0.1391477679463121,0.6487545179881705,-2.184695484056963,0.0428834033551819,1.3654741359500515,-35.8688437242445,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7, 2.0, 3.81, 5.12, 6.76, 8.09, 8.77, 8.77, 8.77, 10.89, 11.5, 12.18, 12.18, 12.3, 12.3, 12.3, 12.3, 13.85, 13.85, 13.85, 14.21, 14.21, 14.21, 14.66, 14.66, 14.66, 14.66, 15.57, 15.57, 15.57, 15.57, 15.57, 15.57, 15.57, 15.57, 15.57, 16.18, 16.18, 16.18, 16.18, 16.18, 16.18, 16.18, 16.18, 16.39, 16.39, 16.39, 16.39, 16.39, 16.39]",True,7.816214369660969,Dan Meuser,Amanda Waldman,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 1, 1, 13, 81, 401, 1445, 4110, 8892, 14894, 19495, 19577, 15649, 9061, 4271, 1581, 422, 92, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",0,100000,0,NC,0,100000,0
PA,10,House,-8.191332921669005,0.1988803524695282,-0.6084302137049196,0.5154982465804271,-0.5039732752261044,0.1788611003700437,-0.2229376432193222,0.4950892375119705,0.2745674717652105,0.0475618317182825,1.3773220046951151,-6.461521484567866,"[-4.03, -4.03, -4.03, -4.03, -4.03, -4.03, -4.03, -4.03, -4.03, -4.03, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -3.31, -2.92, -2.9, -2.27, -2.27, -2.27, -2.27, -2.24, -1.31, -1.18, -0.61, -0.54, 0.0, 0.0, 0.03, 0.07, 0.07, 0.63, 0.99, 1.24, 1.41, 1.75, 1.85, 2.22, 2.3, 2.44, 2.44, 2.46, 2.46, 2.46, 2.46, 2.46, 2.46, 2.46, 2.46, 2.46, 2.79, 2.79, 2.79, 2.79, 2.79, 2.79, 3.18, 3.28, 3.55, 3.55, 3.58, 3.58, 3.88, 3.88, 3.88, 3.88, 3.88, 3.88, 3.88, 3.88, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52]",True,7.580067628493619,Unknown,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 26, 206, 803, 2600, 6777, 12698, 18801, 20702, 17423, 11558, 5583, 2096, 587, 108, 22, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",19959,80041,0,NC,19970,80030,0
