office_type,state,county,district,fips,Democratic_name,Republican_name,Independent_name,Green_name,pct_reporting,Democratic_votes,Republican_votes,Independent_votes,Green_votes,total_votes,Democratic_votes_percent,Republican_votes_percent,Independent_votes_percent,Green_votes_percent,margin_votes,margin_pct,pct_absentee,absentee_margin,swing,democratic_votes_1,democratic_percent_1,republican_votes_1,republican_percent_1,margin_pct_1,margin_votes_1,democratic_votes_2,democratic_percent_2,republican_votes_2,republican_percent_2,margin_pct_2,margin_votes_2,performance_vs_president,votes_remaining,total_votes_estimate,margin_estimate,total_votes_lower,margin_lower,total_votes_upper,margin_upper,expected_pct_in
President,MS,Lafayette,0,071,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,44.44444444444444,8699,9529,413,205,18846,46.15833598641622,50.56245357104956,2.191446460787435,1.0877639817467897,-830,-4.40411758463334,0,NA,7.856859375462056,10070,42.9,12949,55.1,-12.260976960095396,-2879,7968,40.6,10872,55.4,-14.78464514815192,-2904,NA,319,19165,-10,15669,-77,20900,58,100
President,MS,Lamar,0,073,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,30.434782608695652,4890,18297,256,256,23699,20.633782016118822,77.20578927380902,1.0802143550360774,1.0802143550360774,-13407,-56.572007257690196,0,NA,-9.72351816002491,7340,25.7,20704,72.6,-46.848489097665286,-13364,5044,20.9,18493,76.5,-55.62264775218164,-13449,NA,160,23859,-47,19507,-114,26019,21,100
President,MS,Lauderdale,0,075,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,32.5,12014,12289,271,271,24845,48.35580599718253,49.46266854497887,1.0907627289192996,1.0907627289192996,-275,-1.1068625477963394,0,NA,14.907338181430298,12960,41.5,17967,57.5,-16.014200729226637,-5007,10910,37.7,17574,60.7,-23.00548900472952,-6664,NA,1049,25894,-15,21172,-82,28239,53,100
President,MS,Lawrence,0,077,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,20.833333333333332,1621,3476,114,56,5267,30.776533130814506,65.9958230491741,2.164419973419404,1.0632238465919879,-1855,-35.2192899183596,0,NA,-4.6162976257798825,2260,34.2,4285,64.8,-30.602992292579717,-2025,2181,34.5,4072,64.3,-29.87833781008058,-1891,NA,319,5586,-30,4567,-97,6092,38,99
President,MS,Leake,0,079,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,26.31578947368421,2466,4771,162,162,7561,32.61473350085967,63.100119031874094,2.1425737336331174,2.1425737336331174,-2305,-30.485385531014423,0,NA,-16.024281663130893,3897,42.3,5228,56.8,-14.461103867883528,-1331,3579,42.4,4775,56.6,-14.17733522996681,-1196,NA,191,7752,-18,6338,-85,8453,50,100
President,MS,Lee,0,081,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,22.22222222222222,12202,16610,676,676,30164,40.452194669142024,55.06564116164965,2.2410820846041637,2.2410820846041637,-4408,-14.613446492507627,0,NA,17.865001200922634,12189,32.9,24207,65.4,-32.47844769343026,-12018,9635,30.1,21695,67.9,-37.718145993619814,-12060,NA,980,31144,-32,25464,-99,33964,36,100
President,MS,Leflore,0,083,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,27.77777777777778,5922,2309,184,91,8506,69.62144368680931,27.1455443216553,2.1631789325182225,1.0698330590171643,3613,42.475899365154014,0,NA,0.9905417960729537,7648,70.2,3129,28.7,41.48535756908106,4519,6677,69.8,2757,28.8,40.97846539828559,3920,NA,468,8974,43,7337,-24,9786,111,99
President,MS,Lincoln,0,085,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,13.333333333333334,3896,9105,298,298,13597,28.65337942193131,66.96330072810179,2.191659924983452,2.191659924983452,-5209,-38.30992130617048,0,NA,0.6721217429435669,5040,30,11596,68.9,-38.98204304911405,-6556,4458,29.3,10550,69.4,-40.0974132824327,-6092,NA,526,14123,-38,11547,-106,15401,29,100
President,MS,Lowndes,0,087,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,30,10227,10459,474,474,21634,47.272811315521864,48.345197374503094,2.19099565498752,2.19099565498752,-232,-1.0723860589812304,0,NA,1.5419211312802004,13087,48,13800,50.6,-2.6143071902614308,-713,11545,45.9,13124,52.2,-6.281077210708461,-1579,NA,1083,22717,1,18574,-67,24774,68,100
President,MS,Madison,0,089,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,18.6046511627907,17853,27201,1048,1047,47149,37.865066067148824,57.69157352223801,2.222740673185009,2.2206197374281533,-9348,-19.826507455089185,0,NA,-8.020347874011703,24440,43.4,31091,55.2,-11.806159581077482,-6651,18358,40.8,25607,56.8,-16.091724382880482,-7249,NA,-1010,46139,-11,37724,-78,50316,57,100
President,MS,Marion,0,091,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,9.090909090909092,3006,6263,214,214,9697,30.999278127255852,64.5869856656698,2.2068681035371767,2.2068681035371767,-3257,-33.58770753841395,0,NA,3.200877011364625,3787,31.1,8273,67.8,-36.78858454977858,-4486,3572,31.2,7697,67.3,-36.0482390981386,-4125,NA,614,10311,-36,8431,-103,11245,32,99
President,MS,Marshall,0,093,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,20.833333333333332,7185,5348,139,139,12811,56.08461478416985,41.74537506830068,1.0850050737647334,1.0850050737647334,1837,14.33923971586917,0,NA,11.23753409363291,8057,50.9,7566,47.8,3.10170562223626,491,7944,54,6525,44.4,9.654374744863247,1419,NA,653,13464,1,11008,-66,14683,69,100
President,MS,Monroe,0,095,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,15.384615384615385,5233,8457,152,152,13994,37.39459768472202,60.43304273259969,1.0861797913391453,1.0861797913391453,-3224,-23.038445047877666,0,NA,7.651988426281719,5874,34,11177,64.7,-30.690433474159384,-5303,5485,34.8,10107,64,-29.28838476649135,-4622,NA,670,14664,-33,11989,-100,15991,35,100
President,MS,Montgomery,0,097,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,40,1752,2202,88,43,4085,42.88861689106487,53.90452876376989,2.1542227662178703,1.0526315789473684,-450,-11.015911872705018,0,NA,4.659550907917273,2121,41.8,2917,57.4,-15.675462780622292,-796,1775,42.6,2334,56.1,-13.431042767900047,-559,NA,149,4234,-16,3462,-83,4617,52,100
President,MS,Neshoba,0,099,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,40.74074074074074,2013,6748,199,199,9159,21.97838191942352,73.6761655202533,2.17272628016159,2.17272628016159,-4735,-51.69778360082979,0,NA,-8.523722167382687,3260,27.8,8320,71,-43.1740614334471,-5060,2668,25.6,7613,72.9,-47.37497604905154,-4945,NA,713,9872,-43,8071,-110,10766,25,97
President,MS,Newton,0,101,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,43.75,2346,5599,179,179,8303,28.25484764542936,67.43345778634229,2.155847284114176,2.155847284114176,-3253,-39.17861014091292,0,NA,-0.686118237880244,3075,30.2,6997,68.7,-38.49249190303268,-3922,2549,29.7,5929,69,-39.329764952292294,-3380,NA,402,8705,-32,7117,-99,9493,36,100
President,MS,Noxubee,0,103,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,25,3343,789,44,44,4220,79.21800947867298,18.696682464454977,1.042654028436019,1.042654028436019,2554,60.521327014218,0,NA,8.096687433615116,4040,75.6,1240,23.2,52.424639580602886,2800,4330,78.2,1181,21.3,56.861682918020946,3149,NA,236,4456,50,3643,-17,4860,118,99
President,MS,Oktibbeha,0,105,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,35,7698,7351,169,169,15387,50.029245466952624,47.774095015272636,1.0983297588873724,1.0983297588873724,347,2.255150451679988,0,NA,-4.281292108384619,10299,52,9004,45.4,6.536442560064607,1295,7851,48.6,7671,47.5,1.1144820754132871,180,NA,462,15849,7,12958,-60,17284,75,100
President,MS,Panola,0,107,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,14.285714285714286,6617,5652,136,136,12541,52.7629375647875,45.06817638146878,1.0844430268718603,1.0844430268718603,965,7.694761183318718,0,NA,11.89687183250324,7403,47.3,8060,51.6,-4.2021106491845215,-657,7300,49.1,7371,49.6,-0.477985727750101,-71,NA,654,13195,-4,10788,-71,14389,64,100
President,MS,Pearl River,0,109,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,46.15384615384615,3861,15021,427,427,19736,19.563234698013783,76.10964734495339,2.163558978516417,2.163558978516417,-11160,-56.5464126469396,0,NA,7.666257788710553,4148,17.2,19595,81.5,-64.21267043565015,-15447,2919,15.5,15530,82.2,-66.74958979516222,-12611,NA,754,20490,-64,16753,-131,22345,4,100
President,MS,Perry,0,111,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,20,1358,3191,102,50,4701,28.887470750904065,67.87917464369283,2.169751116783663,1.0636034886194428,-1833,-38.99170389278877,0,NA,13.997151223725922,1362,23,4500,76,-52.98885511651469,-3138,1220,22.5,4135,76.1,-53.66347569955818,-2915,NA,242,4943,-51,4041,-118,5390,17,100
President,MS,Pike,0,113,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,16,6357,6813,301,301,13772,46.158873075805985,49.46993900668022,2.185593958756898,2.185593958756898,-456,-3.3110659308742356,0,NA,-4.273047497694512,8646,49.8,8479,48.8,0.9619815668202764,167,7636,48.8,7748,49.6,-0.7164331862086611,-112,NA,739,14511,0,11865,-67,15825,68,99
President,MS,Pontotoc,0,115,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,32.142857142857146,2156,9136,125,125,11542,18.679604921157512,79.15439265291977,1.0830012129613584,1.0830012129613584,-6980,-60.474787731762255,0,NA,1.6800429004976039,2614,18.2,11550,80.3,-62.15483063225986,-8936,2123,18,9442,79.9,-61.96765726864787,-7319,NA,706,12248,-62,10014,-129,13357,6,99
President,MS,Prentiss,0,117,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,13.333333333333334,2017,6342,191,191,8741,23.075163024825535,72.55462761697746,2.1851046790985014,2.1851046790985014,-4325,-49.47946459215192,0,NA,8.83589044020902,2153,20.2,8370,78.5,-58.31535503236094,-6217,2067,20.9,7647,77.5,-56.52922702866984,-5580,NA,287,9028,-56,7381,-123,9845,12,100
President,MS,Quitman,0,119,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,40,1862,547,26,26,2461,75.66030069077611,22.22673709874035,1.0564811052417717,1.0564811052417717,1315,53.43356359203576,0,NA,18.62402503520702,2150,66.6,1026,31.8,34.80953855682874,1124,2303,68.7,998,29.8,38.92036981807337,1305,NA,268,2729,35,2232,-32,2976,103,95
President,MS,Rankin,0,121,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,10.416666666666666,16055,39840,1282,641,57818,27.76816908229271,68.90587706250649,2.2173025701338682,1.1086512850669341,-23785,-41.137707980213776,0,NA,4.220723836359717,18847,26.7,50895,72,-45.35843181657349,-32048,13741,22.4,46168,75.2,-52.85057696068844,-32427,NA,1886,59704,-46,48815,-113,65109,22,100
President,MS,Scott,0,123,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,34.78260869565217,3331,5145,94,94,8664,38.44644506001847,59.38365650969529,1.084949215143121,1.084949215143121,-1814,-20.937211449676823,0,NA,-2.7410089180312553,4330,40.3,6285,58.5,-18.196202531645568,-1955,3999,40.5,5742,58.2,-17.664943751900275,-1743,NA,384,9048,-17,7398,-84,9868,51,100
President,MS,Sharkey,0,125,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,30,1025,549,34,34,1642,62.42387332521316,33.43483556638246,2.0706455542021924,2.0706455542021924,476,28.989037758830698,0,NA,-6.604182580152354,1465,67.1,688,31.5,35.59322033898305,777,1290,67,619,32.1,34.83904465212876,671,NA,252,1894,39,1548,-29,2065,106,91
President,MS,Simpson,0,127,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,39.130434782608695,3973,5476,213,213,9875,40.232911392405065,55.45316455696202,2.1569620253164556,2.1569620253164556,-1503,-15.220253164556958,0,NA,15.21967915354795,4037,34.2,7635,64.6,-30.43993231810491,-3598,3871,33.9,7393,64.8,-30.85143658023826,-3522,NA,259,10134,-31,8285,-98,11051,37,100
President,MS,Smith,0,129,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,44.44444444444444,1319,5133,71,71,6594,20.0030330603579,77.8434940855323,1.0767364270548985,1.0767364270548985,-3814,-57.8404610251744,0,NA,-1.7938656126608876,1791,21.5,6458,77.6,-56.04659541251351,-4667,1598,21.1,5877,77.8,-56.630492323980945,-4279,NA,604,7198,-57,5886,-125,7850,11,96
President,MS,Stone,0,131,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,46.666666666666664,1144,5299,69,69,6581,17.38337638656739,80.51967786050753,1.0484728764625437,1.0484728764625437,-4155,-63.13630147394014,0,NA,-10.305633791787308,1802,22.9,5964,75.7,-52.83066768215283,-4162,1400,22,4810,75.5,-53.54899497487437,-3410,NA,176,6757,-50,5524,-117,7368,18,100
President,MS,Sunflower,0,133,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,29.41176470588235,5043,1779,76,154,7052,71.51162790697674,25.22688598979013,1.0777084515031197,2.1837776517300056,3264,46.28474191718661,0,NA,5.161123203977894,6781,70,2799,28.9,41.123618713208714,3982,6560,69.7,2768,29.4,40.31469274930895,3792,NA,1013,8065,43,6594,-24,8795,111,92
President,MS,Tallahatchie,0,135,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,38.095238095238095,2257,2310,105,105,4777,47.24722629265229,48.3567092317354,2.1980322378061543,2.1980322378061543,-53,-1.109482939083108,0,NA,-11.95116278445299,3105,54.6,2488,43.7,10.841679845369882,617,3337,56.8,2462,41.9,14.906303236797276,875,NA,50,4827,7,3947,-60,5264,75,100
President,MS,Tate,0,137,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,35,3007,7698,119,119,10943,27.478753541076486,70.34634012610802,1.0874531664077491,1.0874531664077491,-4691,-42.86758658503153,0,NA,-8.335871448782392,4183,31.9,8707,66.5,-34.53171513624914,-4524,3804,33.4,7385,64.8,-31.442620071999297,-3581,NA,208,11151,-34,9117,-101,12160,34,100
President,MS,Tippah,0,139,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,41.666666666666664,1613,6098,177,177,8065,20,75.61066336019839,2.194668319900806,2.194668319900806,-4485,-55.61066336019839,0,NA,4.9417025079465375,1937,19.2,8054,79.7,-60.552365868144925,-6117,1808,19.8,7182,78.6,-58.77720660614678,-5374,NA,542,8607,-61,7037,-128,9386,7,98
President,MS,Tishomingo,0,141,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,35.714285714285715,801,6362,79,79,7321,10.941128261166508,86.90069662614397,1.0790875563447617,1.0790875563447617,-5561,-75.95956836497746,0,NA,-0.8092458548648551,1059,11.6,7933,86.7,-75.1503225101126,-6874,990,11.9,7117,85.6,-73.73044524669073,-6127,NA,432,7753,-77,6339,-144,8455,-9,99
President,MS,Tunica,0,143,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,33.333333333333336,1759,774,58,58,2649,66.40241600604001,29.218573046432617,2.1895054737636843,2.1895054737636843,985,37.1838429596074,0,NA,-9.211668961851231,2580,72.4,926,26,46.39551192145863,1654,2577,74.4,840,24.3,50.15882183078256,1737,NA,243,2892,45,2364,-22,3154,113,96
President,MS,Union,0,145,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,50,1397,8974,115,115,10601,13.178002075275918,84.65239128384114,1.0848033204414678,1.0848033204414678,-7577,-71.47438920856523,0,NA,-6.718416646868462,2160,17,10373,81.8,-64.75597256169677,-8213,1969,17.3,9161,80.5,-63.23193247758044,-7192,NA,346,10947,-66,8950,-133,11938,2,100
President,MS,Walthall,0,147,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,15,1588,3882,126,126,5722,27.75253407899336,67.84341139461726,2.202027263194687,2.202027263194687,-2294,-40.0908773156239,0,NA,-20.64409270455959,2835,39.8,4220,59.3,-19.44678461106431,-1385,2475,41.9,3374,57.1,-15.214080216618717,-899,NA,290,6012,-20,4916,-87,6557,48,100
President,MS,Warren,0,149,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,17.391304347826086,8192,7847,363,181,16583,49.39998793945607,47.31954411143943,2.188988723391425,1.0914792257130796,345,2.080443828016641,0,NA,1.7147523386549386,10442,49.6,10365,49.2,0.36569148936170215,77,8518,46.6,9420,51.5,-4.932465686006453,-902,NA,843,17426,0,14248,-67,19004,68,100
President,MS,Washington,0,151,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,10.526315789473685,9344,4288,151,151,13934,67.05899239270849,30.773647193914165,1.0836802066886753,1.0836802066886753,5056,36.285345198794325,0,NA,-3.6758198497493666,12503,69.4,5300,29.4,39.96116504854369,7203,9847,67.6,4541,31.2,36.41479651362295,5306,NA,1034,14968,39,12238,-28,16323,107,98
President,MS,Wayne,0,153,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,50,2164,5862,89,89,8204,26.37737688932228,71.45294978059484,1.0848366650414432,1.0848366650414432,-3698,-45.07557289127256,0,NA,-18.418841644377377,3624,36,6307,62.7,-26.65673124689518,-2683,3493,36.6,5957,62.5,-25.844346549192363,-2464,NA,215,8419,-28,6884,-95,9182,40,100
President,MS,Webster,0,155,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,47.05882352941177,861,3259,94,94,4308,19.98607242339833,75.64995357474466,2.181987000928505,2.181987000928505,-2398,-55.66388115134633,0,NA,4.461998152615166,1043,19.3,4291,79.4,-60.1258793039615,-3248,1001,19.9,3949,78.6,-58.67834394904459,-2948,NA,236,4544,-60,3715,-127,4955,8,99
President,MS,Wilkinson,0,157,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,11.11111111111111,2236,1026,34,34,3330,67.14714714714715,30.81081081081081,1.021021021021021,1.021021021021021,1210,36.336336336336345,0,NA,1.8327043750772631,2749,66.6,1324,32.1,34.50363196125908,1425,2826,67.7,1305,31.3,36.43986583612841,1521,NA,57,3387,34,2770,-34,3694,102,100
President,MS,Winston,0,159,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,16.666666666666668,3249,3818,161,79,7307,44.46421239906939,52.251265909401944,2.203366634733817,1.0811550567948542,-569,-7.787053510332555,0,NA,3.809657870022269,4040,43.7,5112,55.3,-11.596711380354824,-1072,3778,43.1,4874,55.6,-12.49572454680196,-1096,NA,323,7630,-12,6238,-79,8320,56,100
President,MS,Yalobusha,0,161,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,25,2086,2955,114,114,5269,39.59005503890681,56.08274814955399,2.1635984057695956,2.1635984057695956,-869,-16.49269311064718,0,NA,-2.941148295719069,2785,42.6,3671,56.1,-13.551544814928112,-886,2574,42.5,3366,55.6,-13.073621657312644,-792,NA,329,5598,-16,4577,-83,6105,52,99
President,MS,Yazoo,0,163,Kamala Harris,Donald J. Trump,Claudia De la Cruz,Jill Stein,8.695652173913043,4075,3895,89,89,8148,50.012272950417284,47.80314187530682,1.0922925871379479,1.0922925871379479,180,2.209131075110463,0,NA,-4.150413029860325,5496,52.6,4832,46.3,6.359544104970788,664,5221,52.8,4568,46.2,6.601293974929236,653,NA,649,8797,3,7192,-64,9593,71,97
President,MO,Adair,0,001,Kamala Harris,Donald J. Trump,NA,Jill Stein,NA,4119,4291,0,173,8583,47.99021321216358,49.99417453104975,0,2.0156122567866714,-172,-2.0039613188861694,0,NA,24.147354470587516,3710,35.9,6413,62,-26.151315789473685,-2703,3495,34.5,6019,59.4,-24.89888527177666,-2524,NA,-75,8508,-27,6956,-94,9278,41,100
President,MO,Andrew,0,003,Kamala Harris,Donald J. Trump,NA,Jill Stein,NA,2013,6568,0,86,8667,23.226029768085844,75.78170070381908,0,0.9922695280950733,-4555,-52.55567093573324,0,NA,-2.268550345085167,2351,24.1,7255,74.4,-50.28712059064807,-4904,2045,22.4,6665,72.9,-50.54704595185996,-4620,NA,-392,8275,-49,6766,-116,9024,19,100
President,MO,Atchison,0,005,Kamala Harris,Donald J. Trump,NA,Jill Stein,33.333333333333336,515,1866,0,47,2428,21.210873146622735,76.85337726523888,0,1.9357495881383855,-1351,-55.642504118616145,0,NA,2.4598412971621073,564,20,2199,78.1,-58.10234541577825,-1635,541,19.9,2059,75.6,-55.747337495409475,-1518,NA,-43,2385,-58,1950,-125,2600,10,100
President,MO,Audrain,0,007,Kamala Harris,Donald J. Trump,NA,Jill Stein,NA,1895,7300,0,188,9383,20.196099328572952,77.80027709687734,0,2.0036235745497177,-5405,-57.60417776830438,0,NA,-10.419493083619699,2704,25.4,7732,72.6,-47.18468468468468,-5028,2567,25.6,6981,69.5,-43.951010654186994,-4414,NA,-360,9023,-47,7377,-114,9840,21,100
President,MO,Barry,0,009,Kamala Harris,Donald J. Trump,NA,Jill Stein,NA,1776,11481,0,134,13391,13.262639085953252,85.73668882084982,0,1.0006720931969233,-9705,-72.47404973489657,0,NA,-11.716260274709363,2948,18.9,12425,79.7,-60.757789460187205,-9477,2710,18.6,11427,78.2,-59.68912626677623,-8717,NA,-199,13192,-59,10786,-126,14386,9,100
President,MO,Barton,0,011,Kamala Harris,Donald J. Trump,NA,Jill Stein,33.333333333333336,743,4419,0,104,5266,14.10938093429548,83.9156855298139,0,1.974933535890619,-3676,-69.80630459551841,0,NA,1.3472251066372536,844,13.9,5168,85,-71.15352970215567,-4324,795,13.4,4958,83.6,-70.17869184086311,-4163,NA,-55,5211,-75,4260,-142,5683,-7,100
President,MO,Bates,0,013,Kamala Harris,Donald J. Trump,NA,Jill Stein,6.25,1274,6002,0,148,7424,17.160560344827587,80.8459051724138,0,1.9935344827586208,-4728,-63.685344827586206,0,NA,-5.165858135571,1672,19.9,6597,78.4,-58.51948669201521,-4925,1617,20.2,6000,74.8,-54.64405934422142,-4383,NA,-285,7139,-57,5837,-124,7785,11,100
President,MO,Benton,0,015,Kamala Harris,Donald J. Trump,NA,Jill Stein,12.5,2005,7262,0,190,9457,21.20122660463149,76.78967960241091,0,2.0090937929575974,-5257,-55.58845299777943,0,NA,1.0075760209300029,2180,20.8,8109,77.4,-56.59602901870943,-5929,2024,21.1,7212,75.3,-54.13188647746244,-5188,NA,-475,8982,-57,7344,-124,9795,11,100
President,MO,Bollinger,0,017,Kamala Harris,Donald J. Trump,NA,Jill Stein,11.11111111111111,873,4381,0,107,5361,16.284275321768327,81.7198283902257,0,1.995896288005969,-3508,-65.43555306845738,0,NA,8.390286811201648,750,12.5,5167,86.4,-73.82583987965903,-4417,705,12.4,4827,85.1,-72.71123654965602,-4122,NA,-207,5154,-72,4214,-139,5621,-4,100
President,MO,Boone,0,019,Kamala Harris,Donald J. Trump,NA,Jill Stein,29.09090909090909,41993,33291,0,1584,76868,54.63001509080502,43.30930946557735,0,2.0606754436176304,8702,11.320705625227667,0,NA,-1.2034256489036093,50064,54.9,38646,42.4,12.524131274131276,11418,41072,49.3,36146,43.4,5.912713654695602,4926,NA,-2569,74299,16,60748,-51,81025,84,100
President,MO,Buchanan,0,021,Kamala Harris,Donald J. Trump,NA,Jill Stein,16.666666666666668,11818,19190,0,638,31646,37.34437211653921,60.6395753017759,0,2.016052581684889,-7372,-23.295203185236687,0,NA,1.3099664961666697,13445,36.7,22450,61.3,-24.605169681403357,-9005,12010,33.8,21315,59.9,-26.164834237831453,-9305,NA,-1113,30533,-22,24964,-89,33297,46,100
President,MO,Butler,0,023,Kamala Harris,Donald J. Trump,NA,Jill Stein,13.043478260869565,2686,12620,0,315,15621,17.194801869278535,80.78868190256706,0,2.0165162281544076,-9934,-63.59388003328853,0,NA,-1.298526965651682,3301,18.2,14602,80.5,-62.295353067636846,-11301,3036,17.6,13647,79.2,-61.57729805013928,-10611,NA,-156,15465,-60,12644,-127,16865,8,100
President,MO,Caldwell,0,025,Kamala Harris,Donald J. Trump,NA,Jill Stein,45.45454545454545,758,3333,0,83,4174,18.16003833253474,79.85146142788692,0,1.9885002395783422,-2575,-61.69142309535218,0,NA,-1.2898852909950662,897,19.2,3725,79.6,-60.40153780435711,-2828,837,19.4,3231,75,-55.558134137851006,-2394,NA,-187,3987,-59,3260,-126,4348,9,100
President,MO,Callaway,0,027,Kamala Harris,Donald J. Trump,NA,Jill Stein,37.5,6291,12209,0,380,18880,33.32097457627118,64.66631355932203,0,2.01271186440678,-5918,-31.34533898305085,0,NA,10.959806684750887,5870,27.8,14815,70.1,-42.30514566780174,-8945,4988,26.1,13052,68.2,-42.16029696240916,-8064,NA,-860,18020,-41,14733,-108,19651,27,100
President,MO,Camden,0,029,Kamala Harris,Donald J. Trump,NA,Jill Stein,NA,5340,15178,0,425,20943,25.49777968772382,72.47290264050041,0,2.029317671775772,-9838,-46.97512295277659,0,NA,6.216880916319013,5652,22.8,18850,76,-53.1920038690956,-13198,4706,21.2,16721,75.4,-54.165539626724375,-12015,NA,-42,20901,-51,17089,-119,22794,17,100
President,MO,Cape Girardeau,0,031,Kamala Harris,Donald J. Trump,NA,Jill Stein,50,12239,22679,0,718,35636,34.34448310697048,63.64070041531036,0,2.0148164777191604,-10440,-29.296217308339884,0,NA,15.702294891620433,10760,26.7,28907,71.7,-44.99851219996032,-18147,8468,23,26939,73.1,-50.09084745762712,-18471,NA,-1968,33668,-43,27527,-110,36716,25,100
President,MO,Carroll,0,033,Kamala Harris,Donald J. Trump,NA,Jill Stein,46.15384615384615,613,3312,0,80,4005,15.305867665418226,82.69662921348315,0,1.9975031210986267,-2699,-67.39076154806492,0,NA,-2.9600466319131016,786,17.3,3706,81.8,-64.43071491615181,-2920,745,17.1,3480,79.8,-62.7149736299014,-2735,NA,-158,3847,-63,3145,-130,4195,5,100
President,MO,Carter,0,035,Kamala Harris,Donald J. Trump,NA,Jill Stein,42.857142857142854,279,2195,0,49,2523,11.058263971462544,86.99960364645264,0,1.9421323820848198,-1916,-75.9413396749901,0,NA,-5.765295491351864,418,14.4,2451,84.6,-70.17604418363824,-2033,436,15.3,2323,81.7,-66.39690358902182,-1887,NA,-30,2493,-72,2038,-139,2719,-4,100
President,MO,Cass,0,037,Kamala Harris,Donald J. Trump,NA,Jill Stein,NA,17730,32882,0,1042,51654,34.32454408177489,63.65818716846711,0,2.017268749758005,-15152,-29.33364308669222,0,NA,2.2734500013791283,19052,33.2,37197,64.8,-31.60709308807135,-18145,14816,29.2,33006,65.1,-35.86710046337375,-18190,NA,-2610,49044,-30,40098,-97,53483,38,100
President,MO,Cedar,0,039,Kamala Harris,Donald J. Trump,NA,Jill Stein,10,879,5234,0,62,6175,14.234817813765183,84.76113360323886,0,1.0040485829959513,-4355,-70.52631578947367,0,NA,-4.612062524283445,1145,16.3,5788,82.2,-65.91425326519023,-4643,1010,16.1,5019,79.9,-63.857916533928005,-4009,NA,-205,5970,-63,4881,-130,6510,5,100
President,MO,Chariton,0,041,Kamala Harris,Donald J. Trump,NA,Jill Stein,23.076923076923077,857,2759,0,72,3688,23.237527114967463,74.81019522776573,0,1.9522776572668112,-1902,-51.57266811279827,0,NA,2.2659387059410037,916,22.5,3111,76.3,-53.83860681873927,-2195,888,22.4,2948,74.4,-51.99394245330641,-2060,NA,-264,3424,-53,2799,-120,3734,15,100
