"","...1","state","office_type","question","answer","demographic_pct","answer_pct","lastName","year"
"684",684,"KY","President","Region","Eastern Kentucky",20,78,"Trump",2020
"685",685,"KY","President","Region","Bluegrass Country",19,43,"Biden",2020
"686",686,"KY","President","Region","Bluegrass Country",19,55,"Trump",2020
"687",687,"KY","President","Region","N. Kentucky/Louisville Suburbs",17,33,"Biden",2020
"688",688,"KY","President","Region","N. Kentucky/Louisville Suburbs",17,65,"Trump",2020
"689",689,"KY","President","Region","Jefferson County",18,59,"Biden",2020
"690",690,"KY","President","Region","Jefferson County",18,39,"Trump",2020
"691",691,"KY","President","Region","Western Kentucky",26,29,"Biden",2020
"692",692,"KY","President","Region","Western Kentucky",26,69,"Trump",2020
"693",693,"KY","President","Age","18-24",7,39,"Biden",2020
"694",694,"KY","President","Age","18-24",7,55,"Trump",2020
"695",695,"KY","President","Age","25-29",6,62,"Biden",2020
"696",696,"KY","President","Age","25-29",6,32,"Trump",2020
"697",697,"KY","President","Age","30-39",15,44,"Biden",2020
"698",698,"KY","President","Age","30-39",15,53,"Trump",2020
"699",699,"KY","President","Age","40-49",15,35,"Biden",2020
"700",700,"KY","President","Age","40-49",15,64,"Trump",2020
"701",701,"KY","President","Age","50-64",31,27,"Biden",2020
"702",702,"KY","President","Age","50-64",31,71,"Trump",2020
"703",703,"KY","President","Age","65 or older",26,36,"Biden",2020
"704",704,"KY","President","Age","65 or older",26,63,"Trump",2020
"705",705,"KY","President","Race","White",88,33,"Biden",2020
"706",706,"KY","President","Race","White",88,66,"Trump",2020
"707",707,"KY","President","Race","Black",7,71,"Biden",2020
"708",708,"KY","President","Race","Black",7,25,"Trump",2020
"709",709,"KY","President","Race","Latino",2,-1,"Biden",2020
"710",710,"KY","President","Race","Latino",2,-1,"Trump",2020
"711",711,"KY","President","Race","Asian",1,-1,"Biden",2020
"712",712,"KY","President","Race","Asian",1,-1,"Trump",2020
"713",713,"KY","President","Race","Other racial/ethnic groups",2,-1,"Biden",2020
"714",714,"KY","President","Race","Other racial/ethnic groups",2,-1,"Trump",2020
"715",715,"KY","President","Gender","Male",46,36,"Biden",2020
"716",716,"KY","President","Gender","Male",46,60,"Trump",2020
"717",717,"KY","President","Gender","Female",54,36,"Biden",2020
"718",718,"KY","President","Gender","Female",54,63,"Trump",2020
"719",719,"KY","President","Area type","Urban",31,53,"Biden",2020
"720",720,"KY","President","Area type","Urban",31,46,"Trump",2020
"721",721,"KY","President","Area type","Suburban",27,32,"Biden",2020
"722",722,"KY","President","Area type","Suburban",27,66,"Trump",2020
"723",723,"KY","President","Area type","Rural",42,26,"Biden",2020
"724",724,"KY","President","Area type","Rural",42,72,"Trump",2020
"725",725,"KY","President","Education","Never attended college",28,38,"Biden",2020
"726",726,"KY","President","Education","Never attended college",28,61,"Trump",2020
"727",727,"KY","President","Education","Some college",33,32,"Biden",2020
"728",728,"KY","President","Education","Some college",33,66,"Trump",2020
"729",729,"KY","President","Education","Associate's degree",11,25,"Biden",2020
"730",730,"KY","President","Education","Associate's degree",11,73,"Trump",2020
"731",731,"KY","President","Education","Bachelor's degree",18,44,"Biden",2020
"732",732,"KY","President","Education","Bachelor's degree",18,53,"Trump",2020
"733",733,"KY","President","Education","Advanced degree",10,45,"Biden",2020
"734",734,"KY","President","Education","Advanced degree",10,52,"Trump",2020
"735",735,"KY","President","Income","Less than $30,000",21,41,"Biden",2020
"736",736,"KY","President","Income","Less than $30,000",21,58,"Trump",2020
"737",737,"KY","President","Income","$30,000-$49,999",25,44,"Biden",2020
"738",738,"KY","President","Income","$30,000-$49,999",25,55,"Trump",2020
"739",739,"KY","President","Income","$50,000-$99,999",28,27,"Biden",2020
"740",740,"KY","President","Income","$50,000-$99,999",28,69,"Trump",2020
"741",741,"KY","President","Income","$100,000-$199,999",23,40,"Biden",2020
"742",742,"KY","President","Income","$100,000-$199,999",23,60,"Trump",2020
"743",743,"KY","President","Income","$200,000 or more",4,-1,"Biden",2020
"744",744,"KY","President","Income","$200,000 or more",4,-1,"Trump",2020
"745",745,"KY","Senate","Region","Eastern Kentucky",20,22,"McGrath",2020
"746",746,"KY","Senate","Region","Eastern Kentucky",20,74,"McConnell",2020
"747",747,"KY","Senate","Region","Bluegrass Country",19,44,"McGrath",2020
"748",748,"KY","Senate","Region","Bluegrass Country",19,51,"McConnell",2020
"749",749,"KY","Senate","Region","N. Kentucky/Louisville Suburbs",17,36,"McGrath",2020
"750",750,"KY","Senate","Region","N. Kentucky/Louisville Suburbs",17,60,"McConnell",2020
"751",751,"KY","Senate","Region","Jefferson County",18,60,"McGrath",2020
"752",752,"KY","Senate","Region","Jefferson County",18,37,"McConnell",2020
"753",753,"KY","Senate","Region","Western Kentucky",26,32,"McGrath",2020
"754",754,"KY","Senate","Region","Western Kentucky",26,64,"McConnell",2020
"755",755,"KY","Senate","Age","18-24",8,45,"McGrath",2020
"756",756,"KY","Senate","Age","18-24",8,52,"McConnell",2020
"757",757,"KY","Senate","Age","25-29",6,68,"McGrath",2020
"758",758,"KY","Senate","Age","25-29",6,29,"McConnell",2020
"759",759,"KY","Senate","Age","30-39",15,43,"McGrath",2020
"760",760,"KY","Senate","Age","30-39",15,45,"McConnell",2020
"761",761,"KY","Senate","Age","40-49",15,38,"McGrath",2020
"762",762,"KY","Senate","Age","40-49",15,56,"McConnell",2020
"763",763,"KY","Senate","Age","50-64",31,29,"McGrath",2020
"764",764,"KY","Senate","Age","50-64",31,69,"McConnell",2020
"765",765,"KY","Senate","Age","65 or older",26,37,"McGrath",2020
"766",766,"KY","Senate","Age","65 or older",26,62,"McConnell",2020
"767",767,"KY","Senate","Race","White",88,34,"McGrath",2020
"768",768,"KY","Senate","Race","White",88,62,"McConnell",2020
"769",769,"KY","Senate","Race","Black",7,73,"McGrath",2020
"770",770,"KY","Senate","Race","Black",7,17,"McConnell",2020
"771",771,"KY","Senate","Race","Latino",2,-1,"McGrath",2020
"772",772,"KY","Senate","Race","Latino",2,-1,"McConnell",2020
"773",773,"KY","Senate","Race","Asian",1,-1,"McGrath",2020
"774",774,"KY","Senate","Race","Asian",1,-1,"McConnell",2020
"775",775,"KY","Senate","Race","Other racial/ethnic groups",1,-1,"McGrath",2020
"776",776,"KY","Senate","Race","Other racial/ethnic groups",1,-1,"McConnell",2020
"777",777,"KY","Senate","Gender","Male",47,39,"McGrath",2020
"778",778,"KY","Senate","Gender","Male",47,56,"McConnell",2020
"779",779,"KY","Senate","Gender","Female",53,37,"McGrath",2020
"780",780,"KY","Senate","Gender","Female",53,60,"McConnell",2020
"781",781,"KY","Senate","Area type","Urban",31,54,"McGrath",2020
"782",782,"KY","Senate","Area type","Urban",31,42,"McConnell",2020
"783",783,"KY","Senate","Area type","Suburban",27,35,"McGrath",2020
"784",784,"KY","Senate","Area type","Suburban",27,64,"McConnell",2020
"785",785,"KY","Senate","Area type","Rural",42,28,"McGrath",2020
"786",786,"KY","Senate","Area type","Rural",42,66,"McConnell",2020
"787",787,"KY","Senate","Education","Never attended college",28,41,"McGrath",2020
"788",788,"KY","Senate","Education","Never attended college",28,55,"McConnell",2020
"789",789,"KY","Senate","Education","Some college",33,36,"McGrath",2020
"790",790,"KY","Senate","Education","Some college",33,60,"McConnell",2020
"791",791,"KY","Senate","Education","Associate's degree",11,26,"McGrath",2020
"792",792,"KY","Senate","Education","Associate's degree",11,73,"McConnell",2020
"793",793,"KY","Senate","Education","Bachelor's degree",17,43,"McGrath",2020
"794",794,"KY","Senate","Education","Bachelor's degree",17,52,"McConnell",2020
"795",795,"KY","Senate","Education","Advanced degree",10,44,"McGrath",2020
"796",796,"KY","Senate","Education","Advanced degree",10,50,"McConnell",2020
"797",797,"KY","Senate","Income","Less than $30,000",20,46,"McGrath",2020
"798",798,"KY","Senate","Income","Less than $30,000",20,53,"McConnell",2020
"799",799,"KY","Senate","Income","$30,000-$49,999",25,43,"McGrath",2020
"800",800,"KY","Senate","Income","$30,000-$49,999",25,49,"McConnell",2020
"801",801,"KY","Senate","Income","$50,000-$99,999",28,31,"McGrath",2020
"802",802,"KY","Senate","Income","$50,000-$99,999",28,61,"McConnell",2020
"803",803,"KY","Senate","Income","$100,000-$199,999",22,41,"McGrath",2020
"804",804,"KY","Senate","Income","$100,000-$199,999",22,58,"McConnell",2020
"805",805,"KY","Senate","Income","$200,000 or more",4,-1,"McGrath",2020
"806",806,"KY","Senate","Income","$200,000 or more",4,-1,"McConnell",2020
"807",807,"ME","President","Region","Portland Area",17,73,"Biden",2020
"808",808,"ME","President","Region","Portland Area",17,23,"Trump",2020
"809",809,"ME","President","Region","Southern Maine",36,54,"Biden",2020
"810",810,"ME","President","Region","Southern Maine",36,43,"Trump",2020
"811",811,"ME","President","Region","Bangor/Auburn",18,48,"Biden",2020
"812",812,"ME","President","Region","Bangor/Auburn",18,48,"Trump",2020
"813",813,"ME","President","Region","Downeast/Upcountry",29,43,"Biden",2020
"814",814,"ME","President","Region","Downeast/Upcountry",29,55,"Trump",2020
"815",815,"ME","President","Age","18-24",8,66,"Biden",2020
"816",816,"ME","President","Age","18-24",8,31,"Trump",2020
"817",817,"ME","President","Age","25-29",7,53,"Biden",2020
"818",818,"ME","President","Age","25-29",7,37,"Trump",2020
"819",819,"ME","President","Age","30-39",13,59,"Biden",2020
"820",820,"ME","President","Age","30-39",13,38,"Trump",2020
"821",821,"ME","President","Age","40-49",13,38,"Biden",2020
"822",822,"ME","President","Age","40-49",13,56,"Trump",2020
"823",823,"ME","President","Age","50-64",31,49,"Biden",2020
"824",824,"ME","President","Age","50-64",31,50,"Trump",2020
"825",825,"ME","President","Age","65 or older",28,59,"Biden",2020
"826",826,"ME","President","Age","65 or older",28,40,"Trump",2020
"827",827,"ME","President","Race","White",95,53,"Biden",2020
"828",828,"ME","President","Race","White",95,44,"Trump",2020
"829",829,"ME","President","Race","Black",1,-1,"Biden",2020
"830",830,"ME","President","Race","Black",1,-1,"Trump",2020
"831",831,"ME","President","Race","Latino",2,-1,"Biden",2020
"832",832,"ME","President","Race","Latino",2,-1,"Trump",2020
"833",833,"ME","President","Race","Asian",0,-1,"Biden",2020
"834",834,"ME","President","Race","Asian",0,-1,"Trump",2020
"835",835,"ME","President","Race","Other racial/ethnic groups",2,-1,"Biden",2020
"836",836,"ME","President","Race","Other racial/ethnic groups",2,-1,"Trump",2020
"837",837,"ME","President","Gender","Male",41,42,"Biden",2020
"838",838,"ME","President","Gender","Male",41,52,"Trump",2020
"839",839,"ME","President","Gender","Female",59,61,"Biden",2020
"840",840,"ME","President","Gender","Female",59,38,"Trump",2020
"841",841,"ME","President","Area type","Urban",5,-1,"Biden",2020
"842",842,"ME","President","Area type","Urban",5,-1,"Trump",2020
"843",843,"ME","President","Area type","Suburban",45,55,"Biden",2020
"844",844,"ME","President","Area type","Suburban",45,42,"Trump",2020
"845",845,"ME","President","Area type","Rural",51,50,"Biden",2020
"846",846,"ME","President","Area type","Rural",51,48,"Trump",2020
"847",847,"ME","President","Education","Never attended college",21,35,"Biden",2020
"848",848,"ME","President","Education","Never attended college",21,62,"Trump",2020
"849",849,"ME","President","Education","Some college",28,50,"Biden",2020
"850",850,"ME","President","Education","Some college",28,47,"Trump",2020
"851",851,"ME","President","Education","Associate's degree",12,47,"Biden",2020
"852",852,"ME","President","Education","Associate's degree",12,49,"Trump",2020
"853",853,"ME","President","Education","Bachelor's degree",22,67,"Biden",2020
"854",854,"ME","President","Education","Bachelor's degree",22,32,"Trump",2020
"855",855,"ME","President","Education","Advanced degree",17,66,"Biden",2020
"856",856,"ME","President","Education","Advanced degree",17,30,"Trump",2020
"857",857,"ME","Senate","Region","Portland Area",17,62,"Gideon",2020
"858",858,"ME","Senate","Region","Portland Area",17,32,"Collins",2020
"859",859,"ME","Senate","Region","Southern Maine",36,45,"Gideon",2020
"860",860,"ME","Senate","Region","Southern Maine",36,48,"Collins",2020
"861",861,"ME","Senate","Region","Bangor/Auburn",18,34,"Gideon",2020
"862",862,"ME","Senate","Region","Bangor/Auburn",18,61,"Collins",2020
"863",863,"ME","Senate","Region","Downeast/Upcountry",29,32,"Gideon",2020
"864",864,"ME","Senate","Region","Downeast/Upcountry",29,60,"Collins",2020
"865",865,"ME","Senate","Age","18-24",8,62,"Gideon",2020
"866",866,"ME","Senate","Age","18-24",8,35,"Collins",2020
"867",867,"ME","Senate","Age","25-29",7,51,"Gideon",2020
"868",868,"ME","Senate","Age","25-29",7,36,"Collins",2020
"869",869,"ME","Senate","Age","30-39",13,44,"Gideon",2020
"870",870,"ME","Senate","Age","30-39",13,48,"Collins",2020
"871",871,"ME","Senate","Age","40-49",14,35,"Gideon",2020
"872",872,"ME","Senate","Age","40-49",14,52,"Collins",2020
"873",873,"ME","Senate","Age","50-64",30,34,"Gideon",2020
"874",874,"ME","Senate","Age","50-64",30,60,"Collins",2020
"875",875,"ME","Senate","Age","65 or older",28,46,"Gideon",2020
"876",876,"ME","Senate","Age","65 or older",28,51,"Collins",2020
"877",877,"ME","Senate","Race","White",95,43,"Gideon",2020
"878",878,"ME","Senate","Race","White",95,52,"Collins",2020
"879",879,"ME","Senate","Race","Black",1,-1,"Gideon",2020
"880",880,"ME","Senate","Race","Black",1,-1,"Collins",2020
"881",881,"ME","Senate","Race","Latino",2,-1,"Gideon",2020
"882",882,"ME","Senate","Race","Latino",2,-1,"Collins",2020
"883",883,"ME","Senate","Race","Asian",0,-1,"Gideon",2020
"884",884,"ME","Senate","Race","Asian",0,-1,"Collins",2020
"885",885,"ME","Senate","Race","Other racial/ethnic groups",2,-1,"Gideon",2020
"886",886,"ME","Senate","Race","Other racial/ethnic groups",2,-1,"Collins",2020
"887",887,"ME","Senate","Gender","Male",41,36,"Gideon",2020
"888",888,"ME","Senate","Gender","Male",41,55,"Collins",2020
"889",889,"ME","Senate","Gender","Female",59,46,"Gideon",2020
"890",890,"ME","Senate","Gender","Female",59,49,"Collins",2020
"891",891,"ME","Senate","Area type","Urban",5,65,"Gideon",2020
"892",892,"ME","Senate","Area type","Urban",5,21,"Collins",2020
"893",893,"ME","Senate","Area type","Suburban",44,45,"Gideon",2020
"894",894,"ME","Senate","Area type","Suburban",44,48,"Collins",2020
"895",895,"ME","Senate","Area type","Rural",51,38,"Gideon",2020
"896",896,"ME","Senate","Area type","Rural",51,57,"Collins",2020
"897",897,"ME","Senate","Education","Never attended college",21,24,"Gideon",2020
"898",898,"ME","Senate","Education","Never attended college",21,68,"Collins",2020
"899",899,"ME","Senate","Education","Some college",28,41,"Gideon",2020
"900",900,"ME","Senate","Education","Some college",28,50,"Collins",2020
"901",901,"ME","Senate","Education","Associate's degree",12,39,"Gideon",2020
"902",902,"ME","Senate","Education","Associate's degree",12,54,"Collins",2020
"903",903,"ME","Senate","Education","Bachelor's degree",23,54,"Gideon",2020
"904",904,"ME","Senate","Education","Bachelor's degree",23,43,"Collins",2020
"905",905,"ME","Senate","Education","Advanced degree",17,52,"Gideon",2020
"906",906,"ME","Senate","Education","Advanced degree",17,42,"Collins",2020
"907",907,"MI","President","Region","Wayne County",16,69,"Biden",2020
"908",908,"MI","President","Region","Wayne County",16,30,"Trump",2020
"909",909,"MI","President","Region","Southeast",27,58,"Biden",2020
"910",910,"MI","President","Region","Southeast",27,41,"Trump",2020
"911",911,"MI","President","Region","East Central",24,42,"Biden",2020
"912",912,"MI","President","Region","East Central",24,57,"Trump",2020
"913",913,"MI","President","Region","Southwest",19,46,"Biden",2020
"914",914,"MI","President","Region","Southwest",19,53,"Trump",2020
"915",915,"MI","President","Region","N. Central/U.P.",14,40,"Biden",2020
"916",916,"MI","President","Region","N. Central/U.P.",14,59,"Trump",2020
"917",917,"MI","President","Age","18-24",7,62,"Biden",2020
"918",918,"MI","President","Age","18-24",7,36,"Trump",2020
"919",919,"MI","President","Age","25-29",4,59,"Biden",2020
"920",920,"MI","President","Age","25-29",4,37,"Trump",2020
"921",921,"MI","President","Age","30-39",14,48,"Biden",2020
"922",922,"MI","President","Age","30-39",14,50,"Trump",2020
"923",923,"MI","President","Age","40-49",15,49,"Biden",2020
"924",924,"MI","President","Age","40-49",15,49,"Trump",2020
"925",925,"MI","President","Age","50-64",29,51,"Biden",2020
"926",926,"MI","President","Age","50-64",29,49,"Trump",2020
"927",927,"MI","President","Age","65 or older",30,51,"Biden",2020
"928",928,"MI","President","Age","65 or older",30,49,"Trump",2020
"929",929,"MI","President","Race","White",81,44,"Biden",2020
"930",930,"MI","President","Race","White",81,55,"Trump",2020
"931",931,"MI","President","Race","Black",12,92,"Biden",2020
"932",932,"MI","President","Race","Black",12,7,"Trump",2020
"933",933,"MI","President","Race","Latino",3,55,"Biden",2020
"934",934,"MI","President","Race","Latino",3,44,"Trump",2020
"935",935,"MI","President","Race","Asian",1,-1,"Biden",2020
"936",936,"MI","President","Race","Asian",1,-1,"Trump",2020
"937",937,"MI","President","Race","Other racial/ethnic groups",4,-1,"Biden",2020
"938",938,"MI","President","Race","Other racial/ethnic groups",4,-1,"Trump",2020
"939",939,"MI","President","Gender","Male",46,44,"Biden",2020
"940",940,"MI","President","Gender","Male",46,54,"Trump",2020
"941",941,"MI","President","Gender","Female",54,57,"Biden",2020
"942",942,"MI","President","Gender","Female",54,43,"Trump",2020
"943",943,"MI","President","Area type","Urban",21,65,"Biden",2020
"944",944,"MI","President","Area type","Urban",21,35,"Trump",2020
"945",945,"MI","President","Area type","Suburban",58,48,"Biden",2020
"946",946,"MI","President","Area type","Suburban",58,51,"Trump",2020
"947",947,"MI","President","Area type","Rural",21,45,"Biden",2020
"948",948,"MI","President","Area type","Rural",21,54,"Trump",2020
"949",949,"MI","President","Education","Never attended college",20,49,"Biden",2020
"950",950,"MI","President","Education","Never attended college",20,50,"Trump",2020
"951",951,"MI","President","Education","Some college",27,49,"Biden",2020
"952",952,"MI","President","Education","Some college",27,50,"Trump",2020
"953",953,"MI","President","Education","Associate's degree",18,42,"Biden",2020
"954",954,"MI","President","Education","Associate's degree",18,57,"Trump",2020
"955",955,"MI","President","Education","Bachelor's degree",20,55,"Biden",2020
"956",956,"MI","President","Education","Bachelor's degree",20,44,"Trump",2020
"957",957,"MI","President","Education","Advanced degree",16,63,"Biden",2020
"958",958,"MI","President","Education","Advanced degree",16,37,"Trump",2020
"959",959,"MI","President","Income","Less than $30,000",16,61,"Biden",2020
"960",960,"MI","President","Income","Less than $30,000",16,39,"Trump",2020
"961",961,"MI","President","Income","$30,000-$49,999",20,60,"Biden",2020
"962",962,"MI","President","Income","$30,000-$49,999",20,39,"Trump",2020
"963",963,"MI","President","Income","$50,000-$99,999",34,55,"Biden",2020
"964",964,"MI","President","Income","$50,000-$99,999",34,44,"Trump",2020
"965",965,"MI","President","Income","$100,000-$199,999",22,52,"Biden",2020
"966",966,"MI","President","Income","$100,000-$199,999",22,47,"Trump",2020
"967",967,"MI","President","Income","$200,000 or more",8,-1,"Biden",2020
"968",968,"MI","President","Income","$200,000 or more",8,-1,"Trump",2020
"969",969,"MI","Senate","Region","Wayne County",16,64,"Peters",2020
"970",970,"MI","Senate","Region","Wayne County",16,31,"James",2020
"971",971,"MI","Senate","Region","Southeast",27,57,"Peters",2020
"972",972,"MI","Senate","Region","Southeast",27,42,"James",2020
"973",973,"MI","Senate","Region","East Central",24,41,"Peters",2020
"974",974,"MI","Senate","Region","East Central",24,56,"James",2020
"975",975,"MI","Senate","Region","Southwest",19,46,"Peters",2020
"976",976,"MI","Senate","Region","Southwest",19,53,"James",2020
"977",977,"MI","Senate","Region","N. Central/U.P.",14,42,"Peters",2020
"978",978,"MI","Senate","Region","N. Central/U.P.",14,57,"James",2020
"979",979,"MI","Senate","Age","18-24",7,62,"Peters",2020
"980",980,"MI","Senate","Age","18-24",7,37,"James",2020
"981",981,"MI","Senate","Age","25-29",4,55,"Peters",2020
"982",982,"MI","Senate","Age","25-29",4,42,"James",2020
"983",983,"MI","Senate","Age","30-39",14,48,"Peters",2020
"984",984,"MI","Senate","Age","30-39",14,49,"James",2020
"985",985,"MI","Senate","Age","40-49",15,46,"Peters",2020
"986",986,"MI","Senate","Age","40-49",15,51,"James",2020
"987",987,"MI","Senate","Age","50-64",29,49,"Peters",2020
"988",988,"MI","Senate","Age","50-64",29,49,"James",2020
"989",989,"MI","Senate","Age","65 or older",30,51,"Peters",2020
"990",990,"MI","Senate","Age","65 or older",30,47,"James",2020
"991",991,"MI","Senate","Race","White",81,44,"Peters",2020
"992",992,"MI","Senate","Race","White",81,55,"James",2020
"993",993,"MI","Senate","Race","Black",12,90,"Peters",2020
"994",994,"MI","Senate","Race","Black",12,9,"James",2020
"995",995,"MI","Senate","Race","Latino",3,54,"Peters",2020
"996",996,"MI","Senate","Race","Latino",3,44,"James",2020
"997",997,"MI","Senate","Race","Asian",1,-1,"Peters",2020
"998",998,"MI","Senate","Race","Asian",1,-1,"James",2020
"999",999,"MI","Senate","Race","Other racial/ethnic groups",4,-1,"Peters",2020
"1000",1000,"MI","Senate","Race","Other racial/ethnic groups",4,-1,"James",2020
"1001",1001,"MI","Senate","Gender","Male",46,44,"Peters",2020
"1002",1002,"MI","Senate","Gender","Male",46,54,"James",2020
"1003",1003,"MI","Senate","Gender","Female",54,55,"Peters",2020
"1004",1004,"MI","Senate","Gender","Female",54,43,"James",2020
"1005",1005,"MI","Senate","Area type","Urban",21,64,"Peters",2020
"1006",1006,"MI","Senate","Area type","Urban",21,35,"James",2020
"1007",1007,"MI","Senate","Area type","Suburban",58,46,"Peters",2020
"1008",1008,"MI","Senate","Area type","Suburban",58,51,"James",2020
"1009",1009,"MI","Senate","Area type","Rural",21,47,"Peters",2020
"1010",1010,"MI","Senate","Area type","Rural",21,52,"James",2020
"1011",1011,"MI","Senate","Education","Never attended college",20,47,"Peters",2020
"1012",1012,"MI","Senate","Education","Never attended college",20,50,"James",2020
"1013",1013,"MI","Senate","Education","Some college",27,49,"Peters",2020
"1014",1014,"MI","Senate","Education","Some college",27,49,"James",2020
"1015",1015,"MI","Senate","Education","Associate's degree",18,44,"Peters",2020
"1016",1016,"MI","Senate","Education","Associate's degree",18,54,"James",2020
"1017",1017,"MI","Senate","Education","Bachelor's degree",20,52,"Peters",2020
"1018",1018,"MI","Senate","Education","Bachelor's degree",20,47,"James",2020
"1019",1019,"MI","Senate","Education","Advanced degree",16,60,"Peters",2020
"1020",1020,"MI","Senate","Education","Advanced degree",16,39,"James",2020
"1021",1021,"MI","Senate","Income","Less than $30,000",16,59,"Peters",2020
"1022",1022,"MI","Senate","Income","Less than $30,000",16,39,"James",2020
"1023",1023,"MI","Senate","Income","$30,000-$49,999",20,59,"Peters",2020
"1024",1024,"MI","Senate","Income","$30,000-$49,999",20,39,"James",2020
"1025",1025,"MI","Senate","Income","$50,000-$99,999",34,56,"Peters",2020
"1026",1026,"MI","Senate","Income","$50,000-$99,999",34,42,"James",2020
"1027",1027,"MI","Senate","Income","$100,000-$199,999",22,52,"Peters",2020
"1028",1028,"MI","Senate","Income","$100,000-$199,999",22,47,"James",2020
"1029",1029,"MI","Senate","Income","$200,000 or more",8,-1,"Peters",2020
"1030",1030,"MI","Senate","Income","$200,000 or more",8,-1,"James",2020
"1031",1031,"MN","President","Region","Twin Cities Core",33,71,"Biden",2020
"1032",1032,"MN","President","Region","Twin Cities Core",33,27,"Trump",2020
"1033",1033,"MN","President","Region","Eastern Twin Cities Suburbs",24,50,"Biden",2020
"1034",1034,"MN","President","Region","Eastern Twin Cities Suburbs",24,48,"Trump",2020
"1035",1035,"MN","President","Region","South",17,42,"Biden",2020
"1036",1036,"MN","President","Region","South",17,56,"Trump",2020
"1037",1037,"MN","President","Region","North",26,39,"Biden",2020
"1038",1038,"MN","President","Region","North",26,58,"Trump",2020
"1039",1039,"MN","President","Age","18-24",8,66,"Biden",2020
"1040",1040,"MN","President","Age","18-24",8,29,"Trump",2020
"1041",1041,"MN","President","Age","25-29",6,64,"Biden",2020
"1042",1042,"MN","President","Age","25-29",6,30,"Trump",2020
"1043",1043,"MN","President","Age","30-39",15,54,"Biden",2020
"1044",1044,"MN","President","Age","30-39",15,43,"Trump",2020
"1045",1045,"MN","President","Age","40-49",13,52,"Biden",2020
"1046",1046,"MN","President","Age","40-49",13,47,"Trump",2020
"1047",1047,"MN","President","Age","50-64",29,51,"Biden",2020
"1048",1048,"MN","President","Age","50-64",29,48,"Trump",2020
"1049",1049,"MN","President","Age","65 or older",30,48,"Biden",2020
"1050",1050,"MN","President","Age","65 or older",30,51,"Trump",2020
"1051",1051,"MN","President","Race","White",87,51,"Biden",2020
"1052",1052,"MN","President","Race","White",87,47,"Trump",2020
"1053",1053,"MN","President","Race","Black",4,77,"Biden",2020
"1054",1054,"MN","President","Race","Black",4,21,"Trump",2020
"1055",1055,"MN","President","Race","Latino",4,60,"Biden",2020
"1056",1056,"MN","President","Race","Latino",4,38,"Trump",2020
"1057",1057,"MN","President","Race","Asian",2,-1,"Biden",2020
"1058",1058,"MN","President","Race","Asian",2,-1,"Trump",2020
"1059",1059,"MN","President","Race","Other racial/ethnic groups",3,-1,"Biden",2020
"1060",1060,"MN","President","Race","Other racial/ethnic groups",3,-1,"Trump",2020
"1061",1061,"MN","President","Gender","Male",46,47,"Biden",2020
"1062",1062,"MN","President","Gender","Male",46,50,"Trump",2020
"1063",1063,"MN","President","Gender","Female",54,58,"Biden",2020
"1064",1064,"MN","President","Gender","Female",54,41,"Trump",2020
"1065",1065,"MN","President","Area type","Urban",44,68,"Biden",2020
"1066",1066,"MN","President","Area type","Urban",44,29,"Trump",2020
"1067",1067,"MN","President","Area type","Suburban",34,42,"Biden",2020
"1068",1068,"MN","President","Area type","Suburban",34,56,"Trump",2020
"1069",1069,"MN","President","Area type","Rural",22,39,"Biden",2020
"1070",1070,"MN","President","Area type","Rural",22,60,"Trump",2020
"1071",1071,"MN","President","Education","Never attended college",19,35,"Biden",2020
"1072",1072,"MN","President","Education","Never attended college",19,64,"Trump",2020
"1073",1073,"MN","President","Education","Some college",22,53,"Biden",2020
"1074",1074,"MN","President","Education","Some college",22,45,"Trump",2020
"1075",1075,"MN","President","Education","Associate's degree",16,46,"Biden",2020
"1076",1076,"MN","President","Education","Associate's degree",16,52,"Trump",2020
"1077",1077,"MN","President","Education","Bachelor's degree",23,58,"Biden",2020
"1078",1078,"MN","President","Education","Bachelor's degree",23,38,"Trump",2020
"1079",1079,"MN","President","Education","Advanced degree",20,69,"Biden",2020
"1080",1080,"MN","President","Education","Advanced degree",20,29,"Trump",2020
"1081",1081,"MN","President","Income","Less than $30,000",16,58,"Biden",2020
"1082",1082,"MN","President","Income","Less than $30,000",16,40,"Trump",2020
"1083",1083,"MN","President","Income","$30,000-$49,999",19,55,"Biden",2020
"1084",1084,"MN","President","Income","$30,000-$49,999",19,39,"Trump",2020
"1085",1085,"MN","President","Income","$50,000-$99,999",32,51,"Biden",2020
"1086",1086,"MN","President","Income","$50,000-$99,999",32,48,"Trump",2020
"1087",1087,"MN","President","Income","$100,000-$199,999",24,55,"Biden",2020
"1088",1088,"MN","President","Income","$100,000-$199,999",24,44,"Trump",2020
"1089",1089,"MN","President","Income","$200,000 or more",9,58,"Biden",2020
"1090",1090,"MN","President","Income","$200,000 or more",9,42,"Trump",2020
"1091",1091,"MN","Senate","Region","Twin Cities Core",33,64,"Smith",2020
"1092",1092,"MN","Senate","Region","Twin Cities Core",33,29,"Lewis",2020
"1093",1093,"MN","Senate","Region","Eastern Twin Cities Suburbs",24,46,"Smith",2020
"1094",1094,"MN","Senate","Region","Eastern Twin Cities Suburbs",24,45,"Lewis",2020
"1095",1095,"MN","Senate","Region","South",17,41,"Smith",2020
"1096",1096,"MN","Senate","Region","South",17,52,"Lewis",2020
"1097",1097,"MN","Senate","Region","North",26,38,"Smith",2020
"1098",1098,"MN","Senate","Region","North",26,54,"Lewis",2020
