state,fips,county,margin_votes_1,margin_pct_1,absentee_pct_1,absentee_margin_pct_1
IL,019,Champaign,21782,22.894200248050282,69.1282504046583,37.61745476661092
IL,021,Christian,-7228,-44.606270056776104,0,NA
IL,023,Clark,-4233,-50.65820966969842,0,NA
IL,025,Clay,-4500,-65.349985477781,0,NA
IL,027,Clinton,-9811,-51.178925404277514,0,NA
IL,029,Coles,-5970,-26.4089179863753,0,NA
IL,031,Cook,1167704,50.21508081387973,0,NA
IL,033,Crawford,-4841,-51.36339522546419,0,NA
IL,035,Cumberland,-3459,-59.31069958847737,0,NA
IL,037,DeKalb,2738,5.725039205436487,0,NA
IL,039,DeWitt,-3441,-42.883848454636095,0,NA
IL,041,Douglas,-3892,-44.54108491645685,0,NA
IL,043,DuPage,87611,18.0602509977242,0,NA
IL,045,Edgar,-4306,-52.5378233284529,0,NA
IL,047,Edwards,-2345,-69.66726084373143,0,NA
IL,049,Effingham,-11290,-59.26820305527849,0,NA
IL,051,Fayette,-6229,-61.9431185361973,0,NA
IL,053,Ford,-3294,-47.37523371206673,0,NA
IL,055,Franklin,-8862,-47.57865349511436,0,NA
IL,057,Fulton,-3364,-20.170284206739417,0,NA
IL,059,Gallatin,-1397,-52.24382946896036,9.947643979057592,-49.24812030075188
IL,061,Greene,-3421,-54.938172474706924,0,NA
IL,063,Grundy,-6897,-25.840170844104755,0,NA
IL,065,Hamilton,-2608,-60.440324449594435,0,NA
IL,067,Hancock,-4591,-48.92891399339231,0,NA
IL,069,Hardin,-1242,-57.4468085106383,0,NA
IL,071,Henderson,-1207,-33.09569509185632,0,NA
IL,073,Henry,-5503,-21.466744685000975,0,NA
IL,075,Iroquois,-7969,-56.819964349376114,0,NA
IL,077,Jackson,291,1.2851653932782758,0,NA
IL,079,Jasper,-3487,-62.535868005738884,0,NA
IL,081,Jefferson,-7868,-45.20799816134222,0,NA
IL,083,Jersey,-5751,-48.17793415431013,0,NA
IL,085,JoDaviess,-2057,-16.461267605633804,48.015364916773365,16.483333333333334
IL,087,Johnson,-3778,-58.69193723784372,0,NA
IL,089,Kane,33391,14.400369162828408,79.11081785092031,20.55179105860804
IL,091,Kankakee,-8261,-16.554446715562502,0,NA
IL,093,Kendall,3676,5.7460843467658735,58.217400819082755,21.404790033293953
IL,095,Knox,-1306,-5.64317504212937,0,NA
IL,099,LaSalle,-7671,-14.313970629396728,0,NA
IL,097,Lake,80438,24.070477621140892,17.74119703031627,61.9191391030074
IL,101,Lawrence,-3467,-54.07892684448604,0,NA
IL,103,Lee,-3223,-19.656034640483014,0,NA
IL,105,Livingston,-7593,-44.2121812041458,0,NA
IL,107,Logan,-5296,-39.83752068602377,0,NA
IL,115,Macon,-8742,-17.699939258959304,0,NA
IL,117,Macoupin,-8788,-36.58313212888186,0,NA
IL,119,Madison,-18195,-13.267560650143285,0,NA
IL,121,Marion,-8154,-46.70638102875473,0,NA
IL,123,Marshall,-2192,-34.60688348594885,0,NA
IL,125,Mason,-2669,-39.447236180904525,36.59473839787171,-6.462035541195476
IL,127,Massac,-3272,-48.02583296638779,0,NA
IL,109,McDonough,-2035,-16.564916564916565,0,NA
IL,111,McHenry,-4106,-2.505507111954552,0,NA
IL,113,McLean,3431,3.943587503735546,0,NA
IL,129,Menard,-2742,-39.57852193995381,44.312933025404156,-12.410423452768729
IL,131,Mercer,-2138,-24.041380861351623,36.36568087259642,9.771181199752629
IL,133,Monroe,-7573,-35.80953281634197,44.429733308114244,-26.83056619838229
IL,135,Montgomery,-5639,-41.079624098492026,0,NA
IL,137,Morgan,-4874,-31.83748122019727,0,NA
IL,139,Moultrie,-3302,-48.96204033214709,0,NA
IL,141,Ogle,-6820,-25.95919610231425,0,NA
IL,143,Peoria,5326,6.342514855965608,63.34774272682886,24.68653068897453
IL,145,Perry,-4701,-46.76216054908982,0,NA
IL,147,Piatt,-2919,-29.718998167379354,0,NA
IL,149,Pike,-4848,-60.98880362309725,0,NA
IL,151,Pope,-1289,-59.264367816091955,0,NA
IL,153,Pulaski,-808,-30.79268292682927,0,NA
IL,155,Putnam,-655,-19.321533923303836,0,NA
IL,157,Randolph,-7484,-50.25854543012558,0,NA
IL,159,Richland,-4259,-52.82153044772417,0,NA
IL,161,Rock Island,8088,12.115401899397826,0,NA
IL,165,Saline,-5314,-48.02096511838062,0,NA
IL,167,Sangamon,-4568,-4.3607759279059115,0,NA
IL,169,Schuyler,-1705,-43.65079365079365,0,NA
IL,171,Scott,-1542,-56.339057362075266,0,NA
IL,173,Shelby,-6922,-57.22079854509383,0,NA
IL,163,St. Clair,11175,8.724266341897557,0,NA
IL,175,Stark,-1189,-41.24176205341658,0,NA
IL,177,Stephenson,-3466,-15.720246734397678,0,NA
IL,179,Tazewell,-17694,-25.624167294213056,0,NA
IL,181,Union,-3582,-40.31060094530722,0,NA
IL,183,Vermilion,-10402,-32.934397163120565,0,NA
IL,185,Wabash,-2984,-53.35240479170392,0,NA
IL,187,Warren,-1586,-20.05310405866734,0,NA
IL,189,Washington,-4474,-56.618577575297394,0,NA
IL,191,Wayne,-5989,-70.57506481263258,0,NA
IL,193,White,-4274,-57.59331626465436,0,NA
IL,195,Whiteside,-2274,-8.306849315068494,0,NA
IL,197,Will,28799,8.344996450355689,59.577519885252315,23.63609834391187
IL,199,Williamson,-12595,-37.42608385582266,0,NA
IL,201,Winnebago,3195,2.501781393637097,0,NA
IL,203,Woodford,-8639,-40.30888391190743,0,NA
IN,001,Adams,-7450,-52.43155746357942,64.33950313181786,-43.393130605994315
IN,003,Allen,-18894,-11.174459729598656,41.389385032114596,1.2017375896659142
IN,005,Bartholomew,-9476,-26.151510970056574,75.15661653097834,-16.994088054933354
IN,007,Benton,-1998,-48.565872630043756,0,NA
IN,009,Blackford,-2465,-46.074766355140184,0,NA
IN,011,Boone,-7107,-18.450155763239877,72.49221183800623,-16.462541183211574
IN,013,Brown,-2741,-30.51998663845897,0,NA
IN,015,Carroll,-4862,-51.20589784096893,0,NA
IN,017,Cass,-6248,-41.11067245690222,0,NA
IN,019,Clark,-10575,-18.274032729095026,49.15585201057561,3.3009913520354357
IN,021,Clay,-6947,-56.6316132713785,53.607238933724624,-45.681265206812654
IN,023,Clinton,-5973,-46.127114062862,0,NA
IN,025,Crawford,-2128,-43.042071197411005,35.05258899676375,-13.444893248701673
IN,027,Daviess,-7407,-61.96252300485193,52.85260163961854,-52.08926875593542
IN,033,DeKalb,-9271,-47.23354391685348,64.56083146525371,-38.454861111111114
IN,029,Dearborn,-14082,-55.478075877555845,0,NA
IN,031,Decatur,-7136,-58.07764303735656,0,NA
IN,035,Delaware,-6353,-13.182959473760661,41.73185864580523,12.252001392272886
IN,037,Dubois,-8741,-40.15158474965549,75.48461185117134,-35.806000121706326
IN,039,Elkhart,-20864,-28.047911597456544,0,NA
IN,041,Fayette,-5518,-54.439621152328336,48.214285714285715,-47.268262737876
IN,043,Floyd,-5889,-14.087842686952778,0,NA
IN,045,Fountain,-4525,-56.661657901327324,0,NA
IN,047,Franklin,-7554,-62.95,40.141666666666666,-45.77537886651443
IN,049,Fulton,-4414,-48.25625888269378,33.147480048103205,-43.53562005277045
IN,051,Gibson,-7794,-48.22721366252088,0,NA
IN,053,Grant,-10528,-38.764313855443866,45.086343385249826,-31.11474071049408
IN,055,Greene,-7714,-52.178030303030305,53.936688311688314,-38.73839979934788
IN,057,Hamilton,-13197,-6.802612384599921,0,NA
IN,059,Hancock,-16101,-37.52184754491855,0,NA
IN,061,Harrison,-9222,-45.572247479739076,40.81834354615537,-22.360774818401936
IN,063,Hendricks,-21198,-23.951189198350377,0,NA
IN,065,Henry,-9499,-45.16880646695197,0,NA
IN,067,Howard,-13146,-32.35540241201083,0,NA
IN,069,Huntington,-8892,-49.873801110550225,0,NA
IN,071,Jackson,-10253,-53.29556086911321,0,NA
IN,073,Jasper,-7585,-49.01453957996769,49.41518578352181,-34.83719105531581
IN,075,Jay,-4435,-52.41697198912658,58.763739510696134,-41.5728077232502
IN,077,Jefferson,-4932,-33.55786895284752,53.23535415390896,-13.663087934560327
IN,079,Jennings,-6967,-56.8688270345278,40.755856664762064,-40.87722811936711
IN,081,Johnson,-26483,-34.11966296477621,72.60686954057049,-32.23259280289587
IN,083,Knox,-7588,-47.392417712822436,49.846980201111734,-29.94612203984463
IN,085,Kosciusko,-18135,-50.67482605415374,43.26710816777042,-32.388271764401964
IN,087,LaGrange,-5755,-54.12395372895702,0,NA
IN,091,LaPorte,-3570,-7.227891156462585,38.19241982507289,4.495335029686175
IN,089,Lake,33110,15.053010602120423,54.635472549055265,24.688368532294838
IN,093,Lawrence,-10640,-50.6064209274673,70.15457788347206,-44.264406779661016
IN,095,Madison,-11691,-22.572548413878323,0,NA
IN,097,Marion,113597,29.15591898752371,0,NA
IN,099,Marshall,-8132,-40.808952677272046,13.830481256586541,5.11611030478955
IN,101,Martin,-3018,-58.67029548989114,0,NA
IN,103,Miami,-7690,-53.13342085262212,73.88931113107165,-48.971385823826445
IN,105,Monroe,17790,28.17057528780225,0,NA
IN,107,Montgomery,-8446,-49.11036166996163,0,NA
IN,109,Morgan,-19731,-54.56732763627313,78.99554744323682,-50.682677496149
IN,111,Newton,-3433,-52.08617812168108,0,NA
IN,113,Noble,-9535,-49.68733715476811,61.578947368421055,-40.991791486840995
IN,115,Ohio,-1642,-51.89633375474084,54.740834386852086,-42.494226327944574
IN,117,Orange,-4208,-47.64492753623188,0,NA
IN,119,Owen,-4866,-49.131663974151856,63.408723747980616,-37.78662420382165
IN,121,Parke,-3897,-55.568230429202906,0,NA
IN,123,Perry,-2142,-24.558587479935795,13.65512497133685,20.31905961376994
IN,125,Pike,-3277,-52.68488745980707,0,NA
IN,127,Porter,-5262,-6.082604122114462,0,NA
IN,129,Posey,-5395,-40.76004835297673,60.39588999697794,-29.359519639729797
IN,131,Pulaski,-2783,-47.93317258008956,54.32311401997933,-33.576410906785036
IN,133,Putnam,-8332,-50.20184370669398,0,NA
IN,135,Randolph,-5799,-52.38482384823848,55.636856368563684,-41.41906153596363
IN,137,Ripley,-8487,-59.47025436199285,0,NA
IN,139,Rush,-4281,-53.97125567322239,49.5839636913767,-41.342486651411136
IN,143,Scott,-4630,-45.53949050850792,56.8210878331858,-30.344469447810283
IN,145,Shelby,-9545,-47.746485918663396,0,NA
IN,147,Spencer,-4144,-38.48082458909834,17.141795895626334,9.479956663055255
IN,141,St. Joseph,6732,5.841823009771082,0,NA
IN,149,Starke,-4816,-46.802721088435376,49.523809523809526,-29.493720565149136
IN,151,Steuben,-6814,-42.160623685187474,51.01472590025987,-23.42025469981807
IN,153,Sullivan,-4538,-50.45585946186346,37.71403157660663,-31.869103773584907
IN,155,Switzerland,-2169,-52.21473278767453,0,NA
IN,157,Tippecanoe,436,0.6102340163475535,68.37700145560407,6.603348753428583
IN,159,Tipton,-4276,-52.68605224248398,45.367175948743224,-35.605649103747965
IN,161,Union,-1952,-56.043640539764574,0,NA
IN,163,Vanderburgh,-7429,-9.565810821251063,0,NA
IN,165,Vermillion,-3039,-40.62291137548456,43.430022724234725,21.57586949830717
IN,167,Vigo,-6422,-14.731385052988944,0,NA
IN,169,Wabash,-7268,-49.87305290605915,71.65991902834008,-42.765488844201855
IN,171,Warren,-2427,-54.27101967799642,0,NA
IN,173,Warrick,-9403,-27.79567826421118,73.06157438883798,-19.69978960996925
IN,175,Washington,-6330,-52.14597578054205,0,NA
IN,177,Wayne,-8043,-29.05813071281477,0,NA
IN,179,Wells,-7927,-56.419928825622776,0,NA
IN,181,White,-4925,-44.10711087229088,0,NA
IN,183,Whitley,-8628,-49.14559125085441,51.54932786511734,-34.110497237569064
KS,001,Allen,-2648,-44.744846231835076,46.87394389996621,-24.152847873107426
KS,003,Anderson,-2147,-56.619198312236286,0,NA
KS,005,Atchison,-2547,-34.233870967741936,0,NA
KS,007,Barber,-1723,-73.56959863364645,0,NA
KS,009,Barton,-6268,-56.316262353998205,21.778975741239893,-63.943894389438945
KS,011,Bourbon,-3482,-51.96239367258618,45.53051783315923,-36.05375286791216
KS,013,Brown,-2158,-48.26660702303735,0,NA
KS,015,Butler,-13453,-41.36838868388684,0,NA
KS,017,Chase,-778,-52.179745137491615,0,NA
KS,019,Chautauqua,-1190,-72.6052471018914,0,NA
KS,021,Cherokee,-4572,-50.08764241893076,0,NA
KS,023,Cheyenne,-959,-67.10986703988803,0,NA
KS,025,Clark,-761,-71.32146204311152,45.64198687910028,-57.700205338809035
KS,027,Clay,-2283,-54.408960915157294,0,NA
KS,029,Cloud,-2322,-54.46868402533427,52.87356321839081,-35.226264418811006
KS,031,Coffey,-2525,-55.2153947080691,28.58080034987973,-57.00076511094109
KS,033,Comanche,-636,-69.05537459283387,18.241042345276874,-38.095238095238095
KS,035,Cowley,-5383,-37.82587309394983,59.56714215445155,-22.46077621800165
KS,037,Crawford,-3866,-23.124775690872113,0,NA
KS,039,Decatur,-1042,-69.55941255006675,97.19626168224299,-70.1923076923077
KS,041,Dickinson,-5066,-54.18761364851856,41.4696759011659,-29.249419654371938
KS,043,Doniphan,-2290,-61.74170935562146,30.439471555675386,-37.55535872453499
KS,045,Douglas,23499,39.49743675939155,0,NA
KS,047,Edwards,-870,-60.79664570230608,0,NA
KS,049,Elk,-945,-69.43423952975753,0,NA
KS,051,Ellis,-6021,-43.630434782608695,47.11594202898551,-22.17779144878499
KS,053,Ellsworth,-1500,-52.576235541535226,0,NA
KS,055,Finney,-2911,-24.66949152542373,0,NA
KS,057,Ford,-2856,-32.03589455973079,0,NA
KS,059,Franklin,-4789,-38.38262402821191,43.25559028612647,-11.76579581248842
KS,061,Geary,-1340,-13.953972716859315,0,NA
KS,063,Gove,-1125,-76.47858599592114,0,NA
KS,065,Graham,-852,-63.7247569184742,60.88257292445774,-52.7027027027027
KS,067,Grant,-1418,-56.69732107157137,97.48100759696122,-57.793273174733386
KS,069,Gray,-1570,-68.61888111888112,0,NA
KS,071,Greeley,-471,-73.3644859813084,0,NA
KS,073,Greenwood,-1875,-60.935976600584986,23.561910952226196,-25.24137931034483
KS,075,Hamilton,-557,-64.84284051222352,0,NA
KS,077,Harper,-1707,-63.74159820761763,0,NA
KS,079,Harvey,-3435,-19.845167254029697,57.444104223236465,6.486975761842502
KS,081,Haskell,-854,-60.56737588652482,0,NA
KS,083,Hodgeman,-721,-68.99521531100478,0,NA
KS,085,Jackson,-2636,-40.036452004860266,0,NA
KS,087,Jefferson,-3140,-31.978816580099807,0,NA
KS,089,Jewell,-1175,-72.17444717444718,0,NA
KS,091,Johnson,28628,8.193802842701196,0,NA
KS,093,Kearny,-897,-61.649484536082475,0,NA
KS,095,Kingman,-2378,-59.92943548387097,0,NA
KS,097,Kiowa,-824,-70.72961373390558,0,NA
KS,099,Labette,-3080,-35.96870255751489,96.11117598972322,-36.60996354799514
KS,101,Lane,-647,-72.29050279329608,0,NA
KS,103,Leavenworth,-7724,-21.167443135105508,62.03617429432721,-3.10553518575783
KS,105,Lincoln,-1017,-64.40785307156428,0,NA
KS,107,Linn,-3152,-62.46531906460563,0,NA
KS,109,Logan,-1063,-72.90809327846365,0,NA
KS,111,Lyon,-1495,-10.687732342007434,0,NA
KS,115,Marion,-2949,-48.257241040746194,49.15725740468009,-30.359520639147803
KS,117,Marshall,-2470,-48.298787641767696,0,NA
KS,113,McPherson,-5830,-40.37955395484139,0,NA
KS,119,Meade,-1260,-69.04109589041096,0,NA
KS,121,Miami,-7061,-39.36555722807604,0,NA
KS,123,Mitchell,-1946,-62.753950338600454,0,NA
KS,125,Montgomery,-6703,-49.9255176523164,49.001936541039775,-33.19653442772458
KS,127,Morris,-1395,-48.120041393583996,54.08761641945498,-32.015306122448976
KS,129,Morton,-884,-73.78964941569282,0,NA
KS,131,Nemaha,-3737,-65.74595355383532,25.492610837438423,-37.19806763285024
KS,133,Neosho,-3174,-46.15384615384615,0,NA
KS,135,Ness,-1190,-78.65168539325843,64.97025776602776,-74.87283825025432
KS,137,Norton,-1643,-67.80850185720182,0,NA
KS,139,Osage,-3569,-44.33540372670807,0,NA
KS,141,Osborne,-1348,-69.30591259640103,0,NA
KS,143,Ottawa,-2104,-65.93544343465999,41.52303353180821,-50.41509433962264
KS,145,Pawnee,-1402,-51.186564439576486,0,NA
KS,147,Phillips,-2100,-75.51240560949299,0,NA
KS,149,Pottawatomie,-6139,-46.923488496522204,44.28647863639838,-18.519157749395927
KS,151,Pratt,-2175,-52.57432922407542,0,NA
KS,153,Rawlins,-1047,-69.61436170212765,0,NA
KS,155,Reno,-9557,-34.06280072709128,54.025733328581104,-12.151998944451774
KS,157,Republic,-1758,-66.16484757245013,0,NA
KS,159,Rice,-2297,-53.18360731650845,53.76244501041908,-38.027562446167096
KS,161,Riley,1155,4.588613881053593,59.580469588017955,25.14502900580116
KS,163,Rooks,-1986,-73.58280844757317,22.97147091515376,-47.25806451612903
KS,165,Rush,-1055,-62.90995825879547,0,NA
KS,167,Russell,-2190,-63.16700317277185,0,NA
KS,169,Saline,-7508,-30.60617178264237,29.187558599323307,16.98324022346369
KS,171,Scott,-1715,-72.85471537807986,33.89974511469838,-57.01754385964912
KS,173,Sedgwick,-26546,-11.867422481313257,0,NA
KS,175,Seward,-1539,-29.070646014355873,0,NA
KS,177,Shawnee,2572,2.9864610668586424,48.64146211188779,30.25232150103841
KS,179,Sheridan,-1135,-78.54671280276817,0,NA
KS,181,Sherman,-1873,-68.55783308931186,13.653001464128844,-25.737265415549597
KS,183,Smith,-1427,-67.02677313292625,0,NA
KS,185,Stafford,-1288,-63.323500491642086,0,NA
KS,187,Stanton,-466,-60.05154639175258,0,NA
KS,189,Stevens,-1523,-74.98769079271295,0,NA
KS,191,Sumner,-5514,-50.457540263543194,36.34699853587116,-21.32426988922457
KS,193,Thomas,-2505,-65.54160125588697,0,NA
KS,195,Trego,-1121,-68.77300613496932,0,NA
KS,197,Wabaunsee,-1881,-48.2060481804203,0,NA
KS,199,Wallace,-726,-88,0,NA
KS,201,Washington,-1888,-65.4873395768297,0,NA
KS,203,Wichita,-659,-68.07851239669421,0,NA
KS,205,Wilson,-2430,-61.45675265553869,48.937784522003035,-46.56330749354005
KS,207,Woodson,-934,-60.41397153945666,34.73479948253558,-34.07821229050279
KS,209,Wyandotte,17854,31.441401778638724,0,NA
KY,001,Adair,-5884,-67.10766423357664,0,NA
KY,003,Allen,-5945,-63.4878257155062,70.02349423323366,-57.80082354735397
KY,005,Anderson,-6313,-47.63090387807454,18.832050701674966,19.431089743589745
KY,007,Ballard,-2531,-59.905325443786985,0,NA
KY,009,Barren,-9527,-47.48305422647528,79.94916267942584,-43.569602892587746
KY,011,Bath,-2413,-42.882530655766836,0,NA
KY,013,Bell,-6351,-63.23178016726404,0,NA
KY,015,Boone,-23913,-35.69211021224514,58.87339920594645,-23.77040868066119
KY,017,Bourbon,-2894,-29.995854063018243,0,NA
KY,019,Boyd,-7212,-33.1570962254609,0,NA
KY,021,Boyle,-3574,-24.685730073214533,73.11092692360823,-18.48842701936703
KY,023,Bracken,-2598,-61.18699952896844,46.537918040508714,-45.040485829959515
KY,025,Breathitt,-2964,-52.35824059353471,25.578519696166754,-1.7265193370165746
KY,027,Breckinridge,-5351,-52.455641603764334,70.66954220174493,-43.98668331252601
KY,029,Bullitt,-20156,-47.99276156007429,0,NA
KY,031,Butler,-3881,-63.36326530612245,16.587755102040816,-5.31496062992126
KY,033,Caldwell,-3473,-53.97886229406279,0,NA
KY,035,Calloway,-5555,-31.82104599873976,0,NA
KY,037,Campbell,-9108,-18.634150333483365,0,NA
KY,039,Carlisle,-1696,-64.29112964366945,0,NA
KY,041,Carroll,-1838,-44.439071566731144,30.730174081237912,19.90558615263572
KY,043,Carter,-6133,-52.934576212670464,0,NA
KY,045,Casey,-5261,-73.36494212801561,0,NA
KY,047,Christian,-6784,-28.428948581485983,0,NA
KY,049,Clark,-5807,-32.01389271734936,0,NA
KY,051,Clay,-5846,-77.01225135028324,0,NA
KY,053,Clinton,-3677,-74.55393349553934,0,NA
KY,055,Crittenden,-2720,-64.12069778406412,81.51815181518151,-61.827646038172354
KY,057,Cumberland,-2261,-68.32880024176488,0,NA
KY,059,Daviess,-13739,-27.87550469697892,0,NA
KY,061,Edmonson,-3601,-58.724722765818655,0,NA
KY,063,Elliott,-1534,-51.21869782971619,19.8330550918197,6.902356902356902
KY,065,Estill,-3745,-57.26299694189603,0,NA
KY,067,Fayette,31740,20.757036727006383,54.5110913466569,48.753509129735825
KY,069,Fleming,-4060,-57.44199207696661,0,NA
KY,071,Floyd,-8366,-51.158808781263374,23.824374732464992,13.064681724845997
KY,073,Franklin,-248,-0.9512120282295182,0,NA
KY,075,Fulton,-812,-33.47073371805441,15.787304204451772,16.710182767624023
KY,077,Gallatin,-2133,-55.4169914263445,0,NA
KY,079,Garrard,-4924,-56.55869515276821,0,NA
KY,081,Grant,-6520,-58.6964350018005,0,NA
KY,083,Graves,-9646,-56.677830659850756,0,NA
KY,085,Grayson,-7053,-58.84856070087609,28.86107634543179,-14.22376409366869
KY,087,Green,-3918,-67.41225051617343,0,NA
KY,089,Greenup,-8191,-45.06492077464789,72.08956866197182,-36.724414256277186
KY,091,Hancock,-1794,-39.11052975801177,0,NA
KY,093,Hardin,-11731,-23.969677775280438,0,NA
KY,095,Harlan,-7873,-71.76191778324674,0,NA
KY,097,Harrison,-3934,-44.406817925273735,0,NA
KY,099,Hart,-4437,-53.01075268817204,0,NA
KY,101,Henderson,-5091,-24.597767792433686,0,NA
KY,103,Henry,-3701,-45.63501849568434,0,NA
KY,105,Hickman,-1256,-57.1168713051387,71.03228740336516,-53.457106274007685
KY,107,Hopkins,-10318,-47.96392711044998,75.50204537002604,-42.47013914542544
KY,109,Jackson,-4848,-79.30639620480942,19.466710289546867,-40.33613445378151
KY,111,Jefferson,77712,20.099889040915194,0,NA
KY,113,Jessamine,-8529,-32.454337899543376,0,NA
KY,115,Johnson,-6842,-67.13108320251177,22.233124018838303,-19.549867608120035
KY,117,Kenton,-15858,-19.292440205357796,0,NA
KY,119,Knott,-3368,-53.87076135636596,0,NA
KY,121,Knox,-8898,-67.03834852708506,18.51879755895427,-13.791700569568755
KY,123,LaRue,-4181,-57.26612792768114,63.7720860156143,-68.04123711340206
KY,125,Laurel,-18762,-66.74255629468891,0,NA
KY,127,Lawrence,-4395,-63.19194823867721,0,NA
KY,129,Lee,-1792,-63.97715101749375,0,NA
KY,131,Leslie,-3875,-80.51111572823602,16.185331394140867,-51.989730423620024
KY,133,Letcher,-5427,-59.40886699507389,64.43349753694581,-50.23785253143051
KY,135,Lewis,-4163,-70.76321604623492,99.89801121876593,-70.81844478475412
KY,137,Lincoln,-6235,-57.128458860179585,22.338281106835257,4.470877768662838
KY,139,Livingston,-3071,-61.3709032773781,0,NA
KY,141,Logan,-5973,-48.364372469635626,0,NA
KY,143,Lyon,-2008,-47.49290444654683,84.8628192999054,-43.78483835005574
KY,151,Madison,-11775,-26.78754237095343,0,NA
KY,153,Magoffin,-2960,-54.341839544703504,28.03378006241968,4.12573673870334
KY,155,Marion,-3391,-37.98163082437276,0,NA
KY,157,Marshall,-9226,-52.41152076350622,0,NA
KY,159,Martin,-3093,-78.58231707317073,0,NA
KY,161,Mason,-3115,-39.14300075395828,22.317165116863535,20.43918918918919
KY,145,McCracken,-10625,-31.670094488658382,23.19592238218725,-22.706245181187356
KY,147,McCreary,-4939,-76.71637154395775,0,NA
KY,149,McLean,-2559,-53.513174404015054,0,NA
KY,163,Meade,-6553,-46.4323673209098,0,NA
KY,165,Menifee,-1561,-50.322372662798195,71.27659574468085,-41.02216191768431
KY,167,Mercer,-5473,-46.63826161056668,0,NA
KY,169,Metcalfe,-2984,-59.53711093375898,15.582601755786113,-0.2560819462227913
KY,171,Monroe,-3971,-74.50281425891183,0,NA
KY,173,Montgomery,-5363,-41.76140788039246,0,NA
KY,175,Morgan,-3126,-56.38528138528139,0,NA
KY,177,Muhlenberg,-6952,-48.83737267298911,0,NA
KY,179,Nelson,-8515,-36.614207086343306,0,NA
KY,181,Nicholas,-1453,-42.78563015312132,78.150765606596,-32.5923134890731
KY,183,Ohio,-6178,-55.51262467427442,0,NA
KY,185,Oldham,-8149,-21.458289445965875,0,NA
KY,187,Owen,-3194,-58.51960425064126,0,NA
KY,189,Owsley,-1455,-76.74050632911393,0,NA
KY,191,Pendleton,-4193,-60.54873646209386,64.53429602888086,-52.18169612888789
KY,193,Perry,-5773,-54.32900432900433,0,NA
KY,195,Pike,-15418,-60.712738728096085,44.19373892498523,-72.44943419762987
KY,197,Powell,-2674,-48.57402361489555,0,NA
KY,199,Pulaski,-19776,-62.667553949995245,0,NA
KY,201,Robertson,-631,-55.06108202443281,0,NA
KY,203,Rockcastle,-5443,-69.92548818088386,0,NA
KY,205,Rowan,-2114,-21.00347739692002,0,NA
KY,207,Russell,-6188,-69.10106085985483,0,NA
KY,209,Scott,-7200,-24.854154440954122,0,NA
KY,211,Shelby,-6978,-29.630573248407643,0,NA
KY,213,Simpson,-3207,-36.726981218506644,0,NA
KY,215,Spencer,-6207,-54.29021254263973,0,NA
KY,217,Taylor,-6413,-51.23432132300072,0,NA
KY,219,Todd,-2857,-53.27242215178072,0,NA
KY,221,Trigg,-3696,-50.108459869848154,84.5851409978308,-47.219105625901584
KY,223,Trimble,-2215,-51.273148148148145,15.787037037037036,12.316715542521994
KY,225,Union,-3436,-52.242663828493235,0,NA
KY,227,Warren,-9312,-16.808360859912277,81.48408873486038,-14.491726292005405
KY,229,Washington,-2838,-45.59036144578313,0,NA
KY,231,Wayne,-5730,-62.01298701298701,0,NA
KY,233,Webster,-3094,-51.62689804772234,0,NA
KY,235,Whitley,-10015,-65.21880698098464,0,NA
KY,237,Wolfe,-1258,-42.22893588452501,65.72675394427661,-28.907048008171603
KY,239,Woodford,-1832,-12.043915587403852,0,NA
LA,001,Acadia,-17153,-60.34476693051891,33.505716798592786,-53.422931541369174
LA,003,Allen,-5466,-55.718654434250766,31.43730886850153,-46.206225680933855
LA,005,Ascension,-20288,-32.55194544725231,54.83032490974729,-26.304392356538788
LA,007,Assumption,-3438,-30.60080106809079,31.704494882064974,-8.366086468276249
LA,009,Avoyelles,-7049,-40.764515382835995,31.066389081656258,-30.78927773641102
LA,011,Beauregard,-11033,-67.45124411566913,42.21434248334047,-51.49891383055757
LA,013,Bienville,-824,-11.687943262411348,40.680851063829785,14.99302649930265
LA,015,Bossier,-22412,-41.0063123227518,51.4628121855274,-36.90404237920859
LA,017,Caddo,7089,6.757091657770322,28.30658075339332,26.55487086237667
LA,019,Calcasieu,-29084,-35.18381863711697,56.88397469242587,-24.945770065075923
LA,021,Caldwell,-3231,-67.84964300713986,47.165056698866024,-66.82991985752449
LA,023,Cameron,-3347,-82.86704629858876,61.17850953206239,-80.81748280048564
LA,025,Catahoula,-2272,-46.768217373404696,39.604775627830385,-54.26195426195426
LA,027,Claiborne,-1039,-15.790273556231003,56.443768996960486,-12.170166935918148
LA,029,Concordia,-2373,-26.88038060715904,40.67739012233802,-34.92063492063492
LA,031,DeSoto,-3655,-24.803203040173724,58.25190010857763,-18.91891891891892
LA,033,East Baton Rouge,27157,13.044835768702386,47.86436867740727,19.696924080485726
LA,035,East Carroll,820,27.009222661396574,53.0961791831357,28.16377171215881
LA,037,East Feliciana,-1784,-16.975925397278523,52.05062327528785,-10.585009140767825
LA,039,Evangeline,-6895,-44.73786659745653,33.48689332987283,-32.41619841116063
LA,041,Franklin,-4312,-44.36213991769547,52.02674897119341,-49.15958077911805
LA,043,Grant,-6960,-74.10562180579217,32.08049403747871,-59.70793229339529
LA,045,Iberia,-10224,-31.253630055329687,44.56026656069452,-24.662138986073952
LA,047,Iberville,621,3.7143369818769063,39.14109695555954,-1.466992665036675
