"","year","state","office_type","question","answer","demographic_pct","answer_pct","lastName"
"425",2020,"GA","Senate","Education by race","White voters, no degree",35,19,"Ossoff"
"426",2020,"GA","Senate","Education by race","White voters, no degree",35,78,"Perdue"
"427",2020,"GA","Senate","Education by race","Voters of color, college degree",14,80,"Ossoff"
"428",2020,"GA","Senate","Education by race","Voters of color, college degree",14,18,"Perdue"
"429",2020,"GA","Senate","Education by race","Voters of color, no degree",25,77,"Ossoff"
"430",2020,"GA","Senate","Education by race","Voters of color, no degree",25,20,"Perdue"
"431",2020,"GA","Senate","Race","White voters",62,29,"Ossoff"
"432",2020,"GA","Senate","Race","White voters",62,69,"Perdue"
"433",2020,"GA","Senate","Race","Voters of color",38,78,"Ossoff"
"434",2020,"GA","Senate","Race","Voters of color",38,19,"Perdue"
"435",2020,"GA","Senate","Education","Never attended college",16,36,"Ossoff"
"436",2020,"GA","Senate","Education","Never attended college",16,62,"Perdue"
"437",2020,"GA","Senate","Education","Some college",26,46,"Ossoff"
"438",2020,"GA","Senate","Education","Some college",26,51,"Perdue"
"439",2020,"GA","Senate","Education","Associate's degree",17,46,"Ossoff"
"440",2020,"GA","Senate","Education","Associate's degree",17,52,"Perdue"
"441",2020,"GA","Senate","Education","Bachelor's degree",26,52,"Ossoff"
"442",2020,"GA","Senate","Education","Bachelor's degree",26,46,"Perdue"
"443",2020,"GA","Senate","Education","Advanced degree",14,60,"Ossoff"
"444",2020,"GA","Senate","Education","Advanced degree",14,38,"Perdue"
"445",2020,"GA","Senate","Income","Less than $30,000",13,59,"Ossoff"
"446",2020,"GA","Senate","Income","Less than $30,000",13,38,"Perdue"
"447",2020,"GA","Senate","Income","$30,000-$49,999",20,52,"Ossoff"
"448",2020,"GA","Senate","Income","$30,000-$49,999",20,44,"Perdue"
"449",2020,"GA","Senate","Income","$50,000-$99,999",36,45,"Ossoff"
"450",2020,"GA","Senate","Income","$50,000-$99,999",36,52,"Perdue"
"451",2020,"GA","Senate","Income","$100,000-$199,999",23,48,"Ossoff"
"452",2020,"GA","Senate","Income","$100,000-$199,999",23,50,"Perdue"
"453",2020,"GA","Senate","Income","$200,000 or more",8,60,"Ossoff"
"454",2020,"GA","Senate","Income","$200,000 or more",8,39,"Perdue"
"455",2020,"IA","President","Age","18-24",10,58,"Biden"
"456",2020,"IA","President","Age","18-24",10,39,"Trump"
"457",2020,"IA","President","Age","25-29",5,39,"Biden"
"458",2020,"IA","President","Age","25-29",5,55,"Trump"
"459",2020,"IA","President","Age","30-39",13,44,"Biden"
"460",2020,"IA","President","Age","30-39",13,50,"Trump"
"461",2020,"IA","President","Age","40-49",14,50,"Biden"
"462",2020,"IA","President","Age","40-49",14,48,"Trump"
"463",2020,"IA","President","Age","50-64",28,40,"Biden"
"464",2020,"IA","President","Age","50-64",28,60,"Trump"
"465",2020,"IA","President","Age","65 or older",28,45,"Biden"
"466",2020,"IA","President","Age","65 or older",28,54,"Trump"
"467",2020,"IA","President","Gender","Male",48,39,"Biden"
"468",2020,"IA","President","Gender","Male",48,58,"Trump"
"469",2020,"IA","President","Gender","Female",52,51,"Biden"
"470",2020,"IA","President","Gender","Female",52,48,"Trump"
"471",2020,"IA","President","Area type","Urban",32,56,"Biden"
"472",2020,"IA","President","Area type","Urban",32,42,"Trump"
"473",2020,"IA","President","Area type","Suburban",29,48,"Biden"
"474",2020,"IA","President","Area type","Suburban",29,51,"Trump"
"475",2020,"IA","President","Area type","Rural",39,35,"Biden"
"476",2020,"IA","President","Area type","Rural",39,63,"Trump"
"477",2020,"IA","President","Income","Less than $50,000",38,51,"Biden"
"478",2020,"IA","President","Income","Less than $50,000",38,46,"Trump"
"479",2020,"IA","President","Income","$50,000 to $99,999",35,39,"Biden"
"480",2020,"IA","President","Income","$50,000 to $99,999",35,60,"Trump"
"481",2020,"IA","President","Income","$100,000 or more",27,46,"Biden"
"482",2020,"IA","President","Income","$100,000 or more",27,50,"Trump"
"483",2020,"IA","President","Race","White voters",92,43,"Biden"
"484",2020,"IA","President","Race","White voters",92,55,"Trump"
"485",2020,"IA","President","Race","Voters of color",8,64,"Biden"
"486",2020,"IA","President","Race","Voters of color",8,35,"Trump"
"487",2020,"IA","President","Education","Never attended college",19,37,"Biden"
"488",2020,"IA","President","Education","Never attended college",19,63,"Trump"
"489",2020,"IA","President","Education","Some college",26,46,"Biden"
"490",2020,"IA","President","Education","Some college",26,53,"Trump"
"491",2020,"IA","President","Education","Associate's degree",17,39,"Biden"
"492",2020,"IA","President","Education","Associate's degree",17,59,"Trump"
"493",2020,"IA","President","Education","Bachelor's degree",26,49,"Biden"
"494",2020,"IA","President","Education","Bachelor's degree",26,48,"Trump"
"495",2020,"IA","President","Education","Advanced degree",13,58,"Biden"
"496",2020,"IA","President","Education","Advanced degree",13,39,"Trump"
"497",2020,"IA","Senate","Age","18-24",10,55,"Greenfield"
"498",2020,"IA","Senate","Age","18-24",10,39,"Ernst"
"499",2020,"IA","Senate","Age","25-29",5,42,"Greenfield"
"500",2020,"IA","Senate","Age","25-29",5,54,"Ernst"
"501",2020,"IA","Senate","Age","30-39",13,46,"Greenfield"
"502",2020,"IA","Senate","Age","30-39",13,46,"Ernst"
"503",2020,"IA","Senate","Age","40-49",14,51,"Greenfield"
"504",2020,"IA","Senate","Age","40-49",14,47,"Ernst"
"505",2020,"IA","Senate","Age","50-64",28,41,"Greenfield"
"506",2020,"IA","Senate","Age","50-64",28,58,"Ernst"
"507",2020,"IA","Senate","Age","65 or older",29,44,"Greenfield"
"508",2020,"IA","Senate","Age","65 or older",29,54,"Ernst"
"509",2020,"IA","Senate","Gender","Male",48,40,"Greenfield"
"510",2020,"IA","Senate","Gender","Male",48,57,"Ernst"
"511",2020,"IA","Senate","Gender","Female",52,51,"Greenfield"
"512",2020,"IA","Senate","Gender","Female",52,46,"Ernst"
"513",2020,"IA","Senate","Area type","Urban",32,55,"Greenfield"
"514",2020,"IA","Senate","Area type","Urban",32,42,"Ernst"
"515",2020,"IA","Senate","Area type","Suburban",29,48,"Greenfield"
"516",2020,"IA","Senate","Area type","Suburban",29,50,"Ernst"
"517",2020,"IA","Senate","Area type","Rural",40,36,"Greenfield"
"518",2020,"IA","Senate","Area type","Rural",40,61,"Ernst"
"519",2020,"IA","Senate","Income","Less than $50,000",38,53,"Greenfield"
"520",2020,"IA","Senate","Income","Less than $50,000",38,44,"Ernst"
"521",2020,"IA","Senate","Income","$50,000 to $99,999",35,42,"Greenfield"
"522",2020,"IA","Senate","Income","$50,000 to $99,999",35,58,"Ernst"
"523",2020,"IA","Senate","Income","$100,000 or more",27,45,"Greenfield"
"524",2020,"IA","Senate","Income","$100,000 or more",27,51,"Ernst"
"525",2020,"IA","Senate","Race","White voters",92,44,"Greenfield"
"526",2020,"IA","Senate","Race","White voters",92,53,"Ernst"
"527",2020,"IA","Senate","Race","Voters of color",8,63,"Greenfield"
"528",2020,"IA","Senate","Race","Voters of color",8,35,"Ernst"
"529",2020,"IA","Senate","Education","Never attended college",19,37,"Greenfield"
"530",2020,"IA","Senate","Education","Never attended college",19,59,"Ernst"
"531",2020,"IA","Senate","Education","Some college",25,47,"Greenfield"
"532",2020,"IA","Senate","Education","Some college",25,51,"Ernst"
"533",2020,"IA","Senate","Education","Associate's degree",18,42,"Greenfield"
"534",2020,"IA","Senate","Education","Associate's degree",18,57,"Ernst"
"535",2020,"IA","Senate","Education","Bachelor's degree",26,49,"Greenfield"
"536",2020,"IA","Senate","Education","Bachelor's degree",26,47,"Ernst"
"537",2020,"IA","Senate","Education","Advanced degree",13,54,"Greenfield"
"538",2020,"IA","Senate","Education","Advanced degree",13,42,"Ernst"
"539",2020,"KY","President","Age","18-24",7,39,"Biden"
"540",2020,"KY","President","Age","18-24",7,55,"Trump"
"541",2020,"KY","President","Age","25-29",6,62,"Biden"
"542",2020,"KY","President","Age","25-29",6,32,"Trump"
"543",2020,"KY","President","Age","30-39",15,44,"Biden"
"544",2020,"KY","President","Age","30-39",15,53,"Trump"
"545",2020,"KY","President","Age","40-49",15,35,"Biden"
"546",2020,"KY","President","Age","40-49",15,64,"Trump"
"547",2020,"KY","President","Age","50-64",31,27,"Biden"
"548",2020,"KY","President","Age","50-64",31,71,"Trump"
"549",2020,"KY","President","Age","65 or older",26,36,"Biden"
"550",2020,"KY","President","Age","65 or older",26,63,"Trump"
"551",2020,"KY","President","Gender","Male",46,36,"Biden"
"552",2020,"KY","President","Gender","Male",46,60,"Trump"
"553",2020,"KY","President","Gender","Female",54,36,"Biden"
"554",2020,"KY","President","Gender","Female",54,63,"Trump"
"555",2020,"KY","President","Area type","Urban",31,53,"Biden"
"556",2020,"KY","President","Area type","Urban",31,46,"Trump"
"557",2020,"KY","President","Area type","Suburban",27,32,"Biden"
"558",2020,"KY","President","Area type","Suburban",27,66,"Trump"
"559",2020,"KY","President","Area type","Rural",42,26,"Biden"
"560",2020,"KY","President","Area type","Rural",42,72,"Trump"
"561",2020,"KY","President","Income","Less than $50,000",46,43,"Biden"
"562",2020,"KY","President","Income","Less than $50,000",46,56,"Trump"
"563",2020,"KY","President","Income","$50,000 to $99,999",28,27,"Biden"
"564",2020,"KY","President","Income","$50,000 to $99,999",28,69,"Trump"
"565",2020,"KY","President","Income","$100,000 or more",27,36,"Biden"
"566",2020,"KY","President","Income","$100,000 or more",27,62,"Trump"
"567",2020,"KY","President","Race","White voters",88,33,"Biden"
"568",2020,"KY","President","Race","White voters",88,66,"Trump"
"569",2020,"KY","President","Race","Voters of color",12,62,"Biden"
"570",2020,"KY","President","Race","Voters of color",12,36,"Trump"
"571",2020,"KY","President","Education","Never attended college",28,38,"Biden"
"572",2020,"KY","President","Education","Never attended college",28,61,"Trump"
"573",2020,"KY","President","Education","Some college",33,32,"Biden"
"574",2020,"KY","President","Education","Some college",33,66,"Trump"
"575",2020,"KY","President","Education","Associate's degree",11,25,"Biden"
"576",2020,"KY","President","Education","Associate's degree",11,73,"Trump"
"577",2020,"KY","President","Education","Bachelor's degree",18,44,"Biden"
"578",2020,"KY","President","Education","Bachelor's degree",18,53,"Trump"
"579",2020,"KY","President","Education","Advanced degree",10,45,"Biden"
"580",2020,"KY","President","Education","Advanced degree",10,52,"Trump"
"581",2020,"KY","Senate","Age","18-24",8,45,"McGrath"
"582",2020,"KY","Senate","Age","18-24",8,52,"McConnell"
"583",2020,"KY","Senate","Age","25-29",6,68,"McGrath"
"584",2020,"KY","Senate","Age","25-29",6,29,"McConnell"
"585",2020,"KY","Senate","Age","30-39",15,43,"McGrath"
"586",2020,"KY","Senate","Age","30-39",15,45,"McConnell"
"587",2020,"KY","Senate","Age","40-49",15,38,"McGrath"
"588",2020,"KY","Senate","Age","40-49",15,56,"McConnell"
"589",2020,"KY","Senate","Age","50-64",31,29,"McGrath"
"590",2020,"KY","Senate","Age","50-64",31,69,"McConnell"
"591",2020,"KY","Senate","Age","65 or older",26,37,"McGrath"
"592",2020,"KY","Senate","Age","65 or older",26,62,"McConnell"
"593",2020,"KY","Senate","Gender","Male",47,39,"McGrath"
"594",2020,"KY","Senate","Gender","Male",47,56,"McConnell"
"595",2020,"KY","Senate","Gender","Female",53,37,"McGrath"
"596",2020,"KY","Senate","Gender","Female",53,60,"McConnell"
"597",2020,"KY","Senate","Area type","Urban",31,54,"McGrath"
"598",2020,"KY","Senate","Area type","Urban",31,42,"McConnell"
"599",2020,"KY","Senate","Area type","Suburban",27,35,"McGrath"
"600",2020,"KY","Senate","Area type","Suburban",27,64,"McConnell"
"601",2020,"KY","Senate","Area type","Rural",42,28,"McGrath"
"602",2020,"KY","Senate","Area type","Rural",42,66,"McConnell"
"603",2020,"KY","Senate","Income","Less than $50,000",46,44,"McGrath"
"604",2020,"KY","Senate","Income","Less than $50,000",46,51,"McConnell"
"605",2020,"KY","Senate","Income","$50,000 to $99,999",28,31,"McGrath"
"606",2020,"KY","Senate","Income","$50,000 to $99,999",28,61,"McConnell"
"607",2020,"KY","Senate","Income","$100,000 or more",26,37,"McGrath"
"608",2020,"KY","Senate","Income","$100,000 or more",26,62,"McConnell"
"609",2020,"KY","Senate","Race","White voters",88,34,"McGrath"
"610",2020,"KY","Senate","Race","White voters",88,62,"McConnell"
"611",2020,"KY","Senate","Race","Voters of color",12,66,"McGrath"
"612",2020,"KY","Senate","Race","Voters of color",12,27,"McConnell"
"613",2020,"KY","Senate","Education","Never attended college",28,41,"McGrath"
"614",2020,"KY","Senate","Education","Never attended college",28,55,"McConnell"
"615",2020,"KY","Senate","Education","Some college",33,36,"McGrath"
"616",2020,"KY","Senate","Education","Some college",33,60,"McConnell"
"617",2020,"KY","Senate","Education","Associate's degree",11,26,"McGrath"
"618",2020,"KY","Senate","Education","Associate's degree",11,73,"McConnell"
"619",2020,"KY","Senate","Education","Bachelor's degree",17,43,"McGrath"
"620",2020,"KY","Senate","Education","Bachelor's degree",17,52,"McConnell"
"621",2020,"KY","Senate","Education","Advanced degree",10,44,"McGrath"
"622",2020,"KY","Senate","Education","Advanced degree",10,50,"McConnell"
"623",2020,"ME","President","Age","18-24",8,66,"Biden"
"624",2020,"ME","President","Age","18-24",8,31,"Trump"
"625",2020,"ME","President","Age","25-29",7,53,"Biden"
"626",2020,"ME","President","Age","25-29",7,37,"Trump"
"627",2020,"ME","President","Age","30-39",13,59,"Biden"
"628",2020,"ME","President","Age","30-39",13,38,"Trump"
"629",2020,"ME","President","Age","40-49",13,38,"Biden"
"630",2020,"ME","President","Age","40-49",13,56,"Trump"
"631",2020,"ME","President","Age","50-64",31,49,"Biden"
"632",2020,"ME","President","Age","50-64",31,50,"Trump"
"633",2020,"ME","President","Age","65 or older",28,59,"Biden"
"634",2020,"ME","President","Age","65 or older",28,40,"Trump"
"635",2020,"ME","President","Gender","Male",41,42,"Biden"
"636",2020,"ME","President","Gender","Male",41,52,"Trump"
"637",2020,"ME","President","Gender","Female",59,61,"Biden"
"638",2020,"ME","President","Gender","Female",59,38,"Trump"
"639",2020,"ME","President","Race","White voters",95,53,"Biden"
"640",2020,"ME","President","Race","White voters",95,44,"Trump"
"641",2020,"ME","President","Race","Voters of color",5,47,"Biden"
"642",2020,"ME","President","Race","Voters of color",5,46,"Trump"
"643",2020,"ME","President","Education","Never attended college",21,35,"Biden"
"644",2020,"ME","President","Education","Never attended college",21,62,"Trump"
"645",2020,"ME","President","Education","Some college",28,50,"Biden"
"646",2020,"ME","President","Education","Some college",28,47,"Trump"
"647",2020,"ME","President","Education","Associate's degree",12,47,"Biden"
"648",2020,"ME","President","Education","Associate's degree",12,49,"Trump"
"649",2020,"ME","President","Education","Bachelor's degree",22,67,"Biden"
"650",2020,"ME","President","Education","Bachelor's degree",22,32,"Trump"
"651",2020,"ME","President","Education","Advanced degree",17,66,"Biden"
"652",2020,"ME","President","Education","Advanced degree",17,30,"Trump"
"653",2020,"ME","Senate","Age","18-24",8,62,"Gideon"
"654",2020,"ME","Senate","Age","18-24",8,35,"Collins"
"655",2020,"ME","Senate","Age","25-29",7,51,"Gideon"
"656",2020,"ME","Senate","Age","25-29",7,36,"Collins"
"657",2020,"ME","Senate","Age","30-39",13,44,"Gideon"
"658",2020,"ME","Senate","Age","30-39",13,48,"Collins"
"659",2020,"ME","Senate","Age","40-49",14,35,"Gideon"
"660",2020,"ME","Senate","Age","40-49",14,52,"Collins"
"661",2020,"ME","Senate","Age","50-64",30,34,"Gideon"
"662",2020,"ME","Senate","Age","50-64",30,60,"Collins"
"663",2020,"ME","Senate","Age","65 or older",28,46,"Gideon"
"664",2020,"ME","Senate","Age","65 or older",28,51,"Collins"
"665",2020,"ME","Senate","Gender","Male",41,36,"Gideon"
"666",2020,"ME","Senate","Gender","Male",41,55,"Collins"
"667",2020,"ME","Senate","Gender","Female",59,46,"Gideon"
"668",2020,"ME","Senate","Gender","Female",59,49,"Collins"
"669",2020,"ME","Senate","Area type","Urban",5,65,"Gideon"
"670",2020,"ME","Senate","Area type","Urban",5,21,"Collins"
"671",2020,"ME","Senate","Area type","Suburban",44,45,"Gideon"
"672",2020,"ME","Senate","Area type","Suburban",44,48,"Collins"
"673",2020,"ME","Senate","Area type","Rural",51,38,"Gideon"
"674",2020,"ME","Senate","Area type","Rural",51,57,"Collins"
"675",2020,"ME","Senate","Race","White voters",95,43,"Gideon"
"676",2020,"ME","Senate","Race","White voters",95,52,"Collins"
"677",2020,"ME","Senate","Race","Voters of color",5,32,"Gideon"
"678",2020,"ME","Senate","Race","Voters of color",5,43,"Collins"
"679",2020,"ME","Senate","Education","Never attended college",21,24,"Gideon"
"680",2020,"ME","Senate","Education","Never attended college",21,68,"Collins"
"681",2020,"ME","Senate","Education","Some college",28,41,"Gideon"
"682",2020,"ME","Senate","Education","Some college",28,50,"Collins"
"683",2020,"ME","Senate","Education","Associate's degree",12,39,"Gideon"
"684",2020,"ME","Senate","Education","Associate's degree",12,54,"Collins"
"685",2020,"ME","Senate","Education","Bachelor's degree",23,54,"Gideon"
"686",2020,"ME","Senate","Education","Bachelor's degree",23,43,"Collins"
"687",2020,"ME","Senate","Education","Advanced degree",17,52,"Gideon"
"688",2020,"ME","Senate","Education","Advanced degree",17,42,"Collins"
"689",2020,"MI","President","Age","18-24",7,62,"Biden"
"690",2020,"MI","President","Age","18-24",7,36,"Trump"
"691",2020,"MI","President","Age","25-29",4,59,"Biden"
"692",2020,"MI","President","Age","25-29",4,37,"Trump"
"693",2020,"MI","President","Age","30-39",14,48,"Biden"
"694",2020,"MI","President","Age","30-39",14,50,"Trump"
"695",2020,"MI","President","Age","40-49",15,49,"Biden"
"696",2020,"MI","President","Age","40-49",15,49,"Trump"
"697",2020,"MI","President","Age","50-64",29,51,"Biden"
"698",2020,"MI","President","Age","50-64",29,49,"Trump"
"699",2020,"MI","President","Age","65 or older",30,51,"Biden"
"700",2020,"MI","President","Age","65 or older",30,49,"Trump"
"701",2020,"MI","President","Gender","Male",46,44,"Biden"
"702",2020,"MI","President","Gender","Male",46,54,"Trump"
"703",2020,"MI","President","Gender","Female",54,57,"Biden"
"704",2020,"MI","President","Gender","Female",54,43,"Trump"
"705",2020,"MI","President","Area type","Urban",21,65,"Biden"
"706",2020,"MI","President","Area type","Urban",21,35,"Trump"
"707",2020,"MI","President","Area type","Suburban",58,48,"Biden"
"708",2020,"MI","President","Area type","Suburban",58,51,"Trump"
"709",2020,"MI","President","Area type","Rural",21,45,"Biden"
"710",2020,"MI","President","Area type","Rural",21,54,"Trump"
"711",2020,"MI","President","Income","Less than $50,000",36,61,"Biden"
"712",2020,"MI","President","Income","Less than $50,000",36,39,"Trump"
"713",2020,"MI","President","Income","$50,000 to $99,999",34,55,"Biden"
"714",2020,"MI","President","Income","$50,000 to $99,999",34,44,"Trump"
"715",2020,"MI","President","Income","$100,000 or more",30,47,"Biden"
"716",2020,"MI","President","Income","$100,000 or more",30,51,"Trump"
"717",2020,"MI","President","Education by race","White voters, college degree",29,53,"Biden"
"718",2020,"MI","President","Education by race","White voters, college degree",29,46,"Trump"
"719",2020,"MI","President","Education by race","White voters, no degree",52,39,"Biden"
"720",2020,"MI","President","Education by race","White voters, no degree",52,60,"Trump"
"721",2020,"MI","President","Education by race","Voters of color, college degree",7,80,"Biden"
"722",2020,"MI","President","Education by race","Voters of color, college degree",7,20,"Trump"
"723",2020,"MI","President","Education by race","Voters of color, no degree",12,81,"Biden"
"724",2020,"MI","President","Education by race","Voters of color, no degree",12,18,"Trump"
"725",2020,"MI","President","Race","White voters",81,44,"Biden"
"726",2020,"MI","President","Race","White voters",81,55,"Trump"
"727",2020,"MI","President","Race","Voters of color",19,80,"Biden"
"728",2020,"MI","President","Race","Voters of color",19,18,"Trump"
"729",2020,"MI","President","Education","Never attended college",20,49,"Biden"
"730",2020,"MI","President","Education","Never attended college",20,50,"Trump"
"731",2020,"MI","President","Education","Some college",27,49,"Biden"
"732",2020,"MI","President","Education","Some college",27,50,"Trump"
"733",2020,"MI","President","Education","Associate's degree",18,42,"Biden"
"734",2020,"MI","President","Education","Associate's degree",18,57,"Trump"
"735",2020,"MI","President","Education","Bachelor's degree",20,55,"Biden"
"736",2020,"MI","President","Education","Bachelor's degree",20,44,"Trump"
"737",2020,"MI","President","Education","Advanced degree",16,63,"Biden"
"738",2020,"MI","President","Education","Advanced degree",16,37,"Trump"
"739",2020,"MI","Senate","Age","18-24",7,62,"Peters"
"740",2020,"MI","Senate","Age","18-24",7,37,"James"
"741",2020,"MI","Senate","Age","25-29",4,55,"Peters"
"742",2020,"MI","Senate","Age","25-29",4,42,"James"
"743",2020,"MI","Senate","Age","30-39",14,48,"Peters"
"744",2020,"MI","Senate","Age","30-39",14,49,"James"
"745",2020,"MI","Senate","Age","40-49",15,46,"Peters"
"746",2020,"MI","Senate","Age","40-49",15,51,"James"
"747",2020,"MI","Senate","Age","50-64",29,49,"Peters"
"748",2020,"MI","Senate","Age","50-64",29,49,"James"
"749",2020,"MI","Senate","Age","65 or older",30,51,"Peters"
"750",2020,"MI","Senate","Age","65 or older",30,47,"James"
"751",2020,"MI","Senate","Gender","Male",46,44,"Peters"
"752",2020,"MI","Senate","Gender","Male",46,54,"James"
"753",2020,"MI","Senate","Gender","Female",54,55,"Peters"
"754",2020,"MI","Senate","Gender","Female",54,43,"James"
"755",2020,"MI","Senate","Area type","Urban",21,64,"Peters"
"756",2020,"MI","Senate","Area type","Urban",21,35,"James"
"757",2020,"MI","Senate","Area type","Suburban",58,46,"Peters"
"758",2020,"MI","Senate","Area type","Suburban",58,51,"James"
"759",2020,"MI","Senate","Area type","Rural",21,47,"Peters"
"760",2020,"MI","Senate","Area type","Rural",21,52,"James"
"761",2020,"MI","Senate","Income","Less than $50,000",36,59,"Peters"
"762",2020,"MI","Senate","Income","Less than $50,000",36,39,"James"
"763",2020,"MI","Senate","Income","$50,000 to $99,999",34,56,"Peters"
"764",2020,"MI","Senate","Income","$50,000 to $99,999",34,42,"James"
"765",2020,"MI","Senate","Income","$100,000 or more",30,47,"Peters"
"766",2020,"MI","Senate","Income","$100,000 or more",30,52,"James"
"767",2020,"MI","Senate","Education by race","White voters, college degree",29,51,"Peters"
"768",2020,"MI","Senate","Education by race","White voters, college degree",29,48,"James"
"769",2020,"MI","Senate","Education by race","White voters, no degree",52,40,"Peters"
"770",2020,"MI","Senate","Education by race","White voters, no degree",52,58,"James"
"771",2020,"MI","Senate","Education by race","Voters of color, college degree",7,79,"Peters"
"772",2020,"MI","Senate","Education by race","Voters of color, college degree",7,20,"James"
"773",2020,"MI","Senate","Education by race","Voters of color, no degree",12,77,"Peters"
"774",2020,"MI","Senate","Education by race","Voters of color, no degree",12,19,"James"
"775",2020,"MI","Senate","Race","White voters",81,44,"Peters"
"776",2020,"MI","Senate","Race","White voters",81,55,"James"
"777",2020,"MI","Senate","Race","Voters of color",19,78,"Peters"
"778",2020,"MI","Senate","Race","Voters of color",19,19,"James"
"779",2020,"MI","Senate","Education","Never attended college",20,47,"Peters"
"780",2020,"MI","Senate","Education","Never attended college",20,50,"James"
"781",2020,"MI","Senate","Education","Some college",27,49,"Peters"
"782",2020,"MI","Senate","Education","Some college",27,49,"James"
"783",2020,"MI","Senate","Education","Associate's degree",18,44,"Peters"
"784",2020,"MI","Senate","Education","Associate's degree",18,54,"James"
"785",2020,"MI","Senate","Education","Bachelor's degree",20,52,"Peters"
"786",2020,"MI","Senate","Education","Bachelor's degree",20,47,"James"
"787",2020,"MI","Senate","Education","Advanced degree",16,60,"Peters"
"788",2020,"MI","Senate","Education","Advanced degree",16,39,"James"
"789",2020,"MN","President","Age","18-24",8,66,"Biden"
"790",2020,"MN","President","Age","18-24",8,29,"Trump"
"791",2020,"MN","President","Age","25-29",6,64,"Biden"
"792",2020,"MN","President","Age","25-29",6,30,"Trump"
"793",2020,"MN","President","Age","30-39",15,54,"Biden"
"794",2020,"MN","President","Age","30-39",15,43,"Trump"
"795",2020,"MN","President","Age","40-49",13,52,"Biden"
"796",2020,"MN","President","Age","40-49",13,47,"Trump"
"797",2020,"MN","President","Age","50-64",29,51,"Biden"
"798",2020,"MN","President","Age","50-64",29,48,"Trump"
"799",2020,"MN","President","Age","65 or older",30,48,"Biden"
"800",2020,"MN","President","Age","65 or older",30,51,"Trump"
"801",2020,"MN","President","Gender","Male",46,47,"Biden"
"802",2020,"MN","President","Gender","Male",46,50,"Trump"
"803",2020,"MN","President","Gender","Female",54,58,"Biden"
"804",2020,"MN","President","Gender","Female",54,41,"Trump"
"805",2020,"MN","President","Area type","Urban",44,68,"Biden"
"806",2020,"MN","President","Area type","Urban",44,29,"Trump"
"807",2020,"MN","President","Area type","Suburban",34,42,"Biden"
"808",2020,"MN","President","Area type","Suburban",34,56,"Trump"
"809",2020,"MN","President","Area type","Rural",22,39,"Biden"
"810",2020,"MN","President","Area type","Rural",22,60,"Trump"
"811",2020,"MN","President","Education by race","White voters, college degree",39,62,"Biden"
"812",2020,"MN","President","Education by race","White voters, college degree",39,35,"Trump"
"813",2020,"MN","President","Education by race","White voters, no degree",48,42,"Biden"
"814",2020,"MN","President","Education by race","White voters, no degree",48,57,"Trump"
"815",2020,"MN","President","Education by race","Voters of color, college degree",4,73,"Biden"
"816",2020,"MN","President","Education by race","Voters of color, college degree",4,25,"Trump"
"817",2020,"MN","President","Education by race","Voters of color, no degree",9,64,"Biden"
"818",2020,"MN","President","Education by race","Voters of color, no degree",9,32,"Trump"
"819",2020,"MN","President","Race","White voters",87,51,"Biden"
"820",2020,"MN","President","Race","White voters",87,47,"Trump"
"821",2020,"MN","President","Race","Voters of color",13,66,"Biden"
"822",2020,"MN","President","Race","Voters of color",13,30,"Trump"
"823",2020,"MN","President","Education","Never attended college",19,35,"Biden"
"824",2020,"MN","President","Education","Never attended college",19,64,"Trump"
"825",2020,"MN","President","Education","Some college",22,53,"Biden"
"826",2020,"MN","President","Education","Some college",22,45,"Trump"
"827",2020,"MN","President","Education","Associate's degree",16,46,"Biden"
"828",2020,"MN","President","Education","Associate's degree",16,52,"Trump"
"829",2020,"MN","President","Education","Bachelor's degree",23,58,"Biden"
"830",2020,"MN","President","Education","Bachelor's degree",23,38,"Trump"
"831",2020,"MN","President","Education","Advanced degree",20,69,"Biden"
"832",2020,"MN","President","Education","Advanced degree",20,29,"Trump"
"833",2020,"MN","President","Income","Less than $30,000",16,58,"Biden"
"834",2020,"MN","President","Income","Less than $30,000",16,40,"Trump"
"835",2020,"MN","President","Income","$30,000-$49,999",19,55,"Biden"
"836",2020,"MN","President","Income","$30,000-$49,999",19,39,"Trump"
"837",2020,"MN","President","Income","$50,000-$99,999",32,51,"Biden"
"838",2020,"MN","President","Income","$50,000-$99,999",32,48,"Trump"
"839",2020,"MN","President","Income","$100,000-$199,999",24,55,"Biden"
"840",2020,"MN","President","Income","$100,000-$199,999",24,44,"Trump"
"841",2020,"MN","President","Income","$200,000 or more",9,58,"Biden"
"842",2020,"MN","President","Income","$200,000 or more",9,42,"Trump"
"843",2020,"MN","Senate","Age","18-24",8,60,"Smith"
"844",2020,"MN","Senate","Age","18-24",8,31,"Lewis"
"845",2020,"MN","Senate","Age","25-29",6,49,"Smith"
"846",2020,"MN","Senate","Age","25-29",6,29,"Lewis"
"847",2020,"MN","Senate","Age","30-39",15,50,"Smith"
"848",2020,"MN","Senate","Age","30-39",15,34,"Lewis"
"849",2020,"MN","Senate","Age","40-49",12,50,"Smith"
"850",2020,"MN","Senate","Age","40-49",12,40,"Lewis"
"851",2020,"MN","Senate","Age","50-64",29,47,"Smith"
"852",2020,"MN","Senate","Age","50-64",29,48,"Lewis"
"853",2020,"MN","Senate","Age","65 or older",30,48,"Smith"
"854",2020,"MN","Senate","Age","65 or older",30,50,"Lewis"
"855",2020,"MN","Senate","Gender","Male",46,43,"Smith"
"856",2020,"MN","Senate","Gender","Male",46,49,"Lewis"
